Province,Ward,MunicipalityCode,RegisteredVoters_prior,Turnout_prior,IsMetro,LogRegisteredVoters_prior,MunicipalityAvgTurnout_prior,SnapshotYear,TurnoutDelta_prior,RegistrationGrowth_prior
KwaZulu-Natal,Ward 54303004,KZN433,4061,0.4988918985471559,False,8.309184527686298,0.4583667321834319,2021,-0.025622912484509097,0.03702757916241062
KwaZulu-Natal,Ward 54303005,KZN433,3526,0.4665343165059558,False,8.167919362957816,0.4629892439036033,2021,-0.032448537315607706,0.02470212147631501
KwaZulu-Natal,Ward 54303006,KZN433,3782,0.5343733474352195,False,8.238008249218403,0.4532979537708513,2021,-0.09855927766961703,0.057310595471065096
KwaZulu-Natal,Ward 54303007,KZN433,6816,0.369131455399061,False,8.827028068509152,0.47690393834744543,2021,-0.1286541956195395,0.5093002657218777
KwaZulu-Natal,Ward 54303008,KZN433,3756,0.4179978700745474,False,8.231109840328154,0.4699230219652331,2021,-0.10721998046677822,-0.008185899128597796
KwaZulu-Natal,Ward 54304001,KZN434,3689,0.5855245323936026,False,8.213110697596676,0.5280710674474854,2021,-0.0754732000327013,0.045634920634920695
KwaZulu-Natal,Ward 54304002,KZN434,4152,0.4655587668593449,False,8.331345424845724,0.5389770461324179,2021,-0.10715986431936236,-0.013307984790874472
KwaZulu-Natal,Ward 54304003,KZN434,4824,0.5536898839137645,False,8.481358738407021,0.5309651264001979,2021,-0.1497737579740216,-0.02288839376139351
KwaZulu-Natal,Ward 54304004,KZN434,4725,0.484021164021164,False,8.460622839927844,0.5372986463904343,2021,-0.13651083930385677,-0.01807980049875313
KwaZulu-Natal,Ward 54304005,KZN434,3874,0.5699535363964894,False,8.262042843966942,0.5294866125381321,2021,-0.08006003949273133,0.05185989682324199
KwaZulu-Natal,Ward 54304006,KZN434,4065,0.5107011070110701,False,8.310169021981912,0.5348731970277156,2021,-0.11420907262964852,-0.026347305389221587
KwaZulu-Natal,Ward 54304007,KZN434,4288,0.4342350746268656,False,8.363575702750637,0.5418246545171888,2021,-0.16737968892561417,-0.010841983852364456
KwaZulu-Natal,Ward 54304008,KZN434,4449,0.4598786244099798,False,8.400434630806041,0.5394934227187238,2021,-0.1753555914759673,-0.09389002036659877
KwaZulu-Natal,Ward 54304009,KZN434,3731,0.6588046100241223,False,8.224431573221159,0.5214092422083472,2021,-0.03189912585771959,0.08050970170865912
KwaZulu-Natal,Ward 54304010,KZN434,4247,0.5837061455144809,False,8.353968130313271,0.5282363753455873,2021,-0.03477534597430598,0.14752769521750886
KwaZulu-Natal,Ward 54304011,KZN434,4289,0.5700629517370016,False,8.36380888451688,0.5294766656889945,2021,-0.12003513327000448,0.0016347501167679468
KwaZulu-Natal,Ward 54304012,KZN434,4568,0.5181698774080561,False,8.426830751335846,0.5341942179007169,2021,-0.1498993138027901,0.06778868630201029
KwaZulu-Natal,Ward 54305001,KZN435,4318,0.5900880037054191,False,8.370547611074752,0.49589720354398087,2021,0.09125005737117026,-0.08768223114303819
KwaZulu-Natal,Ward 54305002,KZN435,4474,0.4472507822977201,False,8.406038142050075,0.5034149520391229,2021,-0.007926122412503511,-0.02886911222053401
KwaZulu-Natal,Ward 54305003,KZN435,4366,0.5027485112230875,False,8.38160253710989,0.5004940189377878,2021,-0.08129267281809649,0.12380952380952381
KwaZulu-Natal,Ward 54305004,KZN435,4308,0.5659238625812442,False,8.36822903827628,0.4971690004452533,2021,0.018901558603318214,-0.009427454587261463
KwaZulu-Natal,Ward 54305005,KZN435,3551,0.5468882005068995,False,8.174984532943087,0.49817087739653454,2021,-0.09364354121854823,-0.03662506782419972
KwaZulu-Natal,Ward 54305006,KZN435,4035,0.5234200743494424,False,8.302761580704049,0.4994060419311376,2021,-0.05742141810887991,0.06774278909764497
KwaZulu-Natal,Ward 54305007,KZN435,3857,0.558983666061706,False,8.257644958208228,0.4975342739462815,2021,-0.06352087114337568,0.0
KwaZulu-Natal,Ward 54305008,KZN435,4144,0.4756274131274131,False,8.329416783939319,0.5019214451533497,2021,-0.14383101006932786,-0.00694943685597893
KwaZulu-Natal,Ward 54305009,KZN435,3483,0.481768590295722,False,8.155649270366002,0.501598225302386,2021,-0.11834111897471139,-0.04470652770159078
KwaZulu-Natal,Ward 54305010,KZN435,4382,0.5447284345047924,False,8.385260520155413,0.4982845492913823,2021,-0.05706666181744935,-0.04071803852889666
KwaZulu-Natal,Ward 54305011,KZN435,3903,0.4363310274148091,False,8.269500767180615,0.5039896759803287,2021,-0.12584830314956907,-0.04642071829953576
KwaZulu-Natal,Ward 54305012,KZN435,3747,0.5014678409394182,False,8.228710798793687,0.5005614226369284,2021,-0.08169384804101432,-0.03527291452111225
KwaZulu-Natal,Ward 54305013,KZN435,4409,0.475391245180313,False,8.391403185357937,0.5019338750453022,2021,-0.12530400395062563,0.02178447276940898
KwaZulu-Natal,Ward 54305014,KZN435,4191,0.4946313528990694,False,8.340694647925071,0.5009212377969466,2021,-0.11858253287920612,-0.061366181410974274
KwaZulu-Natal,Ward 54305015,KZN435,4739,0.5357670394598016,False,8.463581421967588,0.4987562016621712,2021,-0.0903518496841047,0.087675005737893
KwaZulu-Natal,Ward 54305016,KZN435,4932,0.3388077858880778,False,8.503499864284235,0.5091224781659462,2021,-0.17623613113677739,-0.07830312091197911
KwaZulu-Natal,Ward 54305017,KZN435,4610,0.4362255965292841,False,8.435983135990694,0.5039952249743037,2021,-0.17561381354855282,-0.055714870954526874
KwaZulu-Natal,Ward 54305018,KZN435,3655,0.53406292749658,False,8.203851372183879,0.49884589176549876,2021,-0.07792529835303197,-0.02194273481402198
KwaZulu-Natal,Ward 54305019,KZN435,2641,0.5308595229079894,False,7.878912912297133,0.49901449200700343,2021,-0.06866022095540436,-0.2953575240128068
KwaZulu-Natal,Ward 54305020,KZN435,4583,0.491162993672267,False,8.430109084509125,0.5011037830194099,2021,-0.12529218438749556,-0.0620139173147769
Limpopo,Ward 93301001,LIM331,4274,0.5301824988301357,False,8.360305435879093,0.4847707530527988,2021,0.03454467756156698,0.007781183683093662
Limpopo,Ward 93301002,LIM331,3615,0.5103734439834025,False,8.192847134592865,0.48545382390958275,2021,-0.00609810515898801,-0.015790906615845368
Limpopo,Ward 93301003,LIM331,3763,0.3988838692532553,False,8.232971790593437,0.48929829200372577,2021,-0.0968703765009904,-0.06018981018981018
Limpopo,Ward 93301004,LIM331,3755,0.485219707057257,False,8.230843564198235,0.4863211941484154,2021,-0.00897860517902993,-0.009757383966244704
Limpopo,Ward 93301005,LIM331,4105,0.5059683313032887,False,8.31996102188653,0.4856057243468281,2021,-0.05750948352102525,0.052834060015388484
Limpopo,Ward 93301006,LIM331,4178,0.5689325035902346,False,8.33758794211651,0.4834345459921058,2021,-0.011840308327828675,-0.02746741154562382
Limpopo,Ward 93301007,LIM331,4553,0.5049417966176147,False,8.423541635334782,0.4856411220946099,2021,-0.06524730238127296,0.012903225806451646
Limpopo,Ward 93301008,LIM331,4054,0.5357671435619141,False,8.307459327011946,0.4845781790965306,2021,-0.019841907954696314,-0.02407318247472312
Limpopo,Ward 93301009,LIM331,3781,0.4120603015075377,False,8.237743803890933,0.48884393227081946,2021,-0.11980616283237122,-0.043753161355589265
Limpopo,Ward 93301010,LIM331,4125,0.526060606060606,False,8.324821298768782,0.48491288728623094,2021,-0.06252648589055276,0.027909294791926165
Limpopo,Ward 93301011,LIM331,3946,0.4460212873796249,False,8.28045768658256,0.48767286379247166,2021,-0.0970799943494528,-0.00829354109072633
Limpopo,Ward 93301012,LIM331,4343,0.4681096016578402,False,8.376320632534823,0.486911197782878,2021,-0.05209612942224795,0.06367866764633856
Limpopo,Ward 93301013,LIM331,5048,0.4057052297939778,False,8.52674740422105,0.48906307267473537,2021,-0.15978672376071773,0.028315339172947596
Limpopo,Ward 93301014,LIM331,4650,0.4419354838709677,False,8.444622498581403,0.48781375356863227,2021,-0.08753776027618954,-0.028010033444816007
Limpopo,Ward 93301015,LIM331,3825,0.4920261437908497,False,8.249313746260636,0.4860864894334639,2021,-0.057199374717945284,0.004200577579417164
Limpopo,Ward 93301016,LIM331,3617,0.5142383190489356,False,8.193400231952097,0.48532055235559884,2021,-0.07513712962299546,-0.1344819334769084
Limpopo,Ward 93301017,LIM331,4149,0.5545914678235719,False,8.330622620332868,0.48392906446681827,2021,-0.0012497204083617985,0.18508997429305918
Limpopo,Ward 93301018,LIM331,5115,0.5098729227761486,False,8.539932678385727,0.485471083261557,2021,-0.0730867184794568,-0.002729576915578069
Limpopo,Ward 93301019,LIM331,4128,0.4256298449612403,False,8.325548307161398,0.48837601697931254,2021,-0.10300315996486814,0.270935960591133
Limpopo,Ward 93301020,LIM331,3880,0.4461340206185567,False,8.263590432617319,0.48766897643940504,2021,-0.08071829166388983,-0.03530581800099453
Limpopo,Ward 93301021,LIM331,4296,0.5162942271880819,False,8.3654396361887,0.48524965897149036,2021,-0.07745577281191807,0.009398496240601517
Limpopo,Ward 93301022,LIM331,3885,0.4401544401544401,False,8.264878262801748,0.4878751688692021,2021,-0.09247929416856987,-0.005630918863578138
Limpopo,Ward 93301023,LIM331,3939,0.4869256156384869,False,8.278682162970906,0.48626236971457987,2021,-0.12565414735148572,-0.10232452142206017
Limpopo,Ward 93301024,LIM331,4275,0.4912280701754385,False,8.360539381370861,0.48611400921330566,2021,-0.05943964388583406,0.11940298507462677
Limpopo,Ward 93301025,LIM331,4399,0.5526255967265288,False,8.389132521348719,0.483996853125337,2021,0.02428962923951139,-0.006773538044705374
Limpopo,Ward 93301026,LIM331,4088,0.5244618395303327,False,8.31581113188354,0.4849680171665852,2021,-0.07138982608877487,-0.14351560863188773
Limpopo,Ward 93301027,LIM331,4085,0.5140758873929009,False,8.315077007294104,0.48532615344718627,2021,-0.039083963908214336,0.012391573729863659
Limpopo,Ward 93301028,LIM331,3975,0.4213836477987421,False,8.287780027088433,0.4885224375711228,2021,-0.11196646546579353,0.0005033979360684615
Limpopo,Ward 93301029,LIM331,4830,0.5037267080745341,False,8.482601746646619,0.48568302169954375,2021,-0.01973473969721784,0.13888233907097391
Limpopo,Ward 93301030,LIM331,3967,0.4550037811948575,False,8.28576542051433,0.4873631226264291,2021,-0.11027286094196453,0.08122104115562823
Limpopo,Ward 93302001,LIM332,3824,0.5086297071129707,False,8.249052274171293,0.5070864214897066,2021,-0.031233618627348192,-0.03214376107314609
Limpopo,Ward 93302002,LIM332,3104,0.4919458762886597,False,8.04044688130311,0.5076822725905749,2021,-0.04439872436943182,-0.07149267125336523
Limpopo,Ward 93302003,LIM332,3460,0.507514450867052,False,8.14902386805177,0.507126252069918,2021,-0.016234353723320938,0.10296461587503991
Limpopo,Ward 93302004,LIM332,3599,0.5143095304251181,False,8.188411308079031,0.50688357065713,2021,-0.02132458854233421,0.009820426487093137
Limpopo,Ward 93302005,LIM332,3606,0.4844703272323905,False,8.190354403763262,0.5079492564854416,2021,0.01690192883091496,0.108515216723025
Limpopo,Ward 93302006,LIM332,3768,0.4843418259023354,False,8.234299635696253,0.5079538458186579,2021,-0.015398028416082898,-0.019771071800208095
Limpopo,Ward 93302007,LIM332,3699,0.4922952149229521,False,8.215817791832453,0.5076697962107787,2021,-0.045672699515550585,-0.010962566844919808
Limpopo,Ward 93302008,LIM332,3162,0.497786211258697,False,8.058960017769417,0.5074736891987878,2021,-0.03916860723177046,-0.17419691825541916
Limpopo,Ward 93302009,LIM332,3813,0.5040650406504065,False,8.246171559857563,0.507249445291941,2021,0.00285698695913128,0.023624161073825478
Limpopo,Ward 93302010,LIM332,3720,0.439247311827957,False,8.221478947267192,0.5095643641784571,2021,-0.06611256566055751,-0.050535987748851485
Limpopo,Ward 93302011,LIM332,3507,0.4947248360422013,False,8.162516250140179,0.5075830240279484,2021,-0.02631549125177879,0.024839275277615425
Limpopo,Ward 93302012,LIM332,3726,0.4675254965110038,False,8.223090551161533,0.5085544290112055,2021,-0.017345352197483233,-0.08339483394833946
Limpopo,Ward 93302013,LIM332,3805,0.5474375821287779,False,8.244071270295786,0.5057004259534278,2021,0.012499512486338071,-0.11077354522084604
Limpopo,Ward 93302014,LIM332,4006,0.4755366949575637,False,8.295548516225763,0.5082683147809711,2021,-0.013804997832404908,0.2557993730407524
Limpopo,Ward 93302015,LIM332,4204,0.5418648905803997,False,8.343791731996841,0.5058994506515841,2021,0.013572451922412632,0.05257886830245373
Limpopo,Ward 93302016,LIM332,3335,0.5637181409295352,False,8.112227958349724,0.5051189774248294,2021,0.045111017059253466,-0.11350345560871877
Limpopo,Ward 93302017,LIM332,3907,0.4714614793959559,False,8.27052509505507,0.5084138581938857,2021,-0.0165670483676712,-0.0048395313295975795
Limpopo,Ward 93302018,LIM332,3462,0.5797227036395147,False,8.149601735736155,0.5045473858994729,2021,0.05429897482595536,0.011689070718877925
Limpopo,Ward 93302019,LIM332,4198,0.5014292520247737,False,8.342363500380579,0.5073435805999994,2021,-0.007522154624842625,0.19295254333617495
Limpopo,Ward 93302020,LIM332,3943,0.5155972609688054,False,8.279697133877628,0.5068375802805697,2021,0.04879440090751841,0.006894790602655743
Limpopo,Ward 93302021,LIM332,3599,0.5198666296193387,False,8.188411308079031,0.5066851028287649,2021,0.010415410107143641,0.09725609756097553
Limpopo,Ward 93302022,LIM332,3784,0.5644820295983086,False,8.238536930171769,0.5050916956866588,2021,-0.010381854249241318,-0.14156079854809434
Limpopo,Ward 93302023,LIM332,4147,0.4704605739088497,False,8.330140460246382,0.5084496048184252,2021,-0.05952054034988491,-0.021010387157695987
Limpopo,Ward 93302024,LIM332,4056,0.5325443786982249,False,8.30795254527102,0.5062323260759476,2021,0.1686852669064945,0.24226646248085748
Limpopo,Ward 93302025,LIM332,3856,0.4745850622406639,False,8.257385655730436,0.5083023016637176,2021,-0.05056983243095947,-0.044361833952912044
Limpopo,Ward 93302026,LIM332,3367,0.4692604692604692,False,8.121777419161074,0.5084924656987245,2021,-0.07458164915072235,-0.15888083937047215
Limpopo,Ward 93302027,LIM332,3717,0.5986010223298359,False,8.220672170297252,0.5038731602319614,2021,0.02672845045726402,-0.037296037296037254
Limpopo,Ward 93302028,LIM332,3264,0.5174632352941176,False,8.090708716083997,0.5067709383403799,2021,0.0009268552580382616,-0.01864101022248943
Limpopo,Ward 93302029,LIM332,3377,0.4761622742078768,False,8.124743020385568,0.5082459726648886,2021,-0.019430560594511592,-0.03980665339778222
Limpopo,Ward 93303001,LIM333,5818,0.4202475077346167,False,8.668711839055147,0.43709274680796256,2021,-0.06584173111052766,0.018022747156605456
Limpopo,Ward 93303002,LIM333,5724,0.4743186582809224,False,8.652423140676342,0.4354542270944382,2021,-0.053226601598384604,0.11426902861592358
Limpopo,Ward 93303003,LIM333,5093,0.4934223443942666,False,8.535622326884605,0.43487532751524594,2021,-0.0962884720300824,-0.18629173989455183
Limpopo,Ward 93303004,LIM333,5341,0.4787492978842913,False,8.58316818033977,0.43531996528827543,2021,-0.009878728528034453,-0.020359501100513544
Limpopo,Ward 93303005,LIM333,5679,0.4053530551153372,False,8.644530439877432,0.43754409385703164,2021,-0.11370699710398396,-0.011488250652741505
Limpopo,Ward 93303006,LIM333,5194,0.4341547939930689,False,8.555259392222693,0.4366713138910398,2021,-0.10433635304311284,-0.00038491147036179285
Limpopo,Ward 93303007,LIM333,5316,0.4189240030097818,False,8.578476419833136,0.4371328530117455,2021,-0.07244730892193091,-0.013546112451289671
Limpopo,Ward 93303008,LIM333,5047,0.4034079651277987,False,8.526549286340263,0.43760303597786615,2021,-0.07223008591628483,-0.024168600154679032
Limpopo,Ward 93303009,LIM333,5771,0.4377057702304626,False,8.660600654710967,0.43656370855051274,2021,-0.06211107958638723,0.05695970695970698
Limpopo,Ward 93303010,LIM333,4999,0.4492898579715943,False,8.51699317141357,0.4362126755886602,2021,-0.08261269423258205,-0.03344934261407584
Limpopo,Ward 93303011,LIM333,5209,0.474947206757535,False,8.558143177745192,0.43543518017090443,2021,-0.07945892351066419,-0.0021072796934865634
Limpopo,Ward 93303012,LIM333,5198,0.434397845325125,False,8.556029215201436,0.4366639486991593,2021,-0.059034814937568625,0.019015879239364875
Limpopo,Ward 93303013,LIM333,5153,0.3700756840675335,False,8.547334348328224,0.4386131051009045,2021,-0.10953022726251571,0.015369458128078772
Limpopo,Ward 93303014,LIM333,5914,0.4761582685153872,False,8.685077700412423,0.4353984813297574,2021,-0.12996898992923184,-0.07085624509033783
Limpopo,Ward 93303015,LIM333,5471,0.4713946262109303,False,8.607216694063826,0.4355428341268622,2021,-0.08543719275015316,-0.06206068918223895
Limpopo,Ward 93303016,LIM333,5724,0.4046121593291404,False,8.652423140676342,0.4375665452444922,2021,-0.1148543150760507,0.03172314347512617
Limpopo,Ward 93303017,LIM333,5104,0.4088949843260188,False,8.537779825024625,0.4374367626688292,2021,-0.004634646684044508,-0.048825941110696935
Limpopo,Ward 93303018,LIM333,5347,0.3775949130353469,False,8.584290934948731,0.4383852496776374,2021,-0.16568526919699927,0.01499620349278663
Limpopo,Ward 93303019,LIM333,4773,0.4106432013408758,False,8.470730317005897,0.43738378639565173,2021,-0.10232339983790611,-0.062278978388997985
Limpopo,Ward 93303020,LIM333,4767,0.3387874973778057,False,8.469472455204826,0.4395612319702902,2021,-0.1316273267957045,0.0037902716361339905
Limpopo,Ward 93303021,LIM333,4556,0.3933274802458297,False,8.424200324567073,0.4379085052167137,2021,-0.10367051841994751,0.013119857682899694
Limpopo,Ward 93303022,LIM333,5674,0.4497708847373987,False,8.643649615368796,0.43619809901999945,2021,-0.033167694146583604,0.13890004014452018
Limpopo,Ward 93303023,LIM333,4567,0.4184366104663893,False,8.426611813185,0.4371476224827573,2021,-0.08620401116106596,-0.014245629181955488
Limpopo,Ward 93303024,LIM333,5452,0.4057226705796038,False,8.603737792816423,0.4375328933884175,2021,-0.12185865898192377,-0.036067892503536036
Limpopo,Ward 93303025,LIM333,4734,0.3888888888888889,False,8.46252579007393,0.4380430079851058,2021,-0.10350144235551578,-0.1523724261414503
Limpopo,Ward 93303026,LIM333,4515,0.4790697674418605,False,8.415160465851086,0.43531025408956125,2021,-0.06728216388861163,-0.0311158798283262
Limpopo,Ward 93303027,LIM333,5232,0.3922018348623853,False,8.562548893137034,0.4379426156828787,2021,-0.13226355114703842,-0.05183037332366802
Limpopo,Ward 93303028,LIM333,5634,0.410010649627263,False,8.636574948436317,0.4374029546293975,2021,-0.04616912565363579,-0.02610198789974072
Limpopo,Ward 93303029,LIM333,4783,0.3888772736776082,False,8.472823243680297,0.43804335996120525,2021,-0.12115197830734786,-0.0006268282490597965
Limpopo,Ward 93303030,LIM333,4585,0.4495092693565976,False,8.430545384690566,0.4362060267588116,2021,-0.05940519690384022,0.034755134281200695
Limpopo,Ward 93303031,LIM333,5655,0.4870026525198939,False,8.640295388550221,0.4350698636326511,2021,-0.04269018024461119,-0.03498293515358364
Limpopo,Ward 93303032,LIM333,4761,0.5101869355177484,False,8.46821300919452,0.43436730960241315,2021,0.0391839789564567,0.08278371617011593
Limpopo,Ward 93303033,LIM333,4817,0.4942910525223168,False,8.479906606630221,0.4348490030265171,2021,-0.03708465141975886,-0.03117457763475462
Limpopo,Ward 93303034,LIM333,5307,0.5939325419257584,False,8.576781982827894,0.43182956395368555,2021,0.016835889048737007,-0.002068446784505462
Limpopo,Ward 93304001,LIM334,4288,0.3805970149253731,False,8.363575702750637,0.43455428743534497,2021,-0.11457983394922489,0.1489817792068595
Limpopo,Ward 93304002,LIM334,4001,0.4266433391652087,False,8.294299608857235,0.4318456801271194,2021,-0.14854463075960334,-0.11521450685537371
Limpopo,Ward 93304003,LIM334,3973,0.3730178706267304,False,8.287276755814599,0.43500011945291217,2021,-0.09672938492598848,0.014296655603778463
Limpopo,Ward 93304004,LIM334,3285,0.3582952815829528,False,8.09712193091871,0.43586615410254614,2021,-0.05931645957782106,0.09573048699132758
Limpopo,Ward 93304005,LIM334,3444,0.3254936120789779,False,8.144388865547622,0.43779566407336823,2021,-0.09168251601418076,0.0026200873362445254
Limpopo,Ward 93304006,LIM334,3844,0.4284599375650364,False,8.254268770090183,0.4317388213977177,2021,-0.06816267623819405,0.12892804698972093
Limpopo,Ward 93304007,LIM334,3855,0.4031128404669261,False,8.25712628599743,0.43322982710937125,2021,-0.11927922174814498,0.03378921962992765
Limpopo,Ward 93304008,LIM334,4572,0.4175415573053368,False,8.427706024914702,0.43238107906005296,2021,-0.09328967695159018,0.15163727959697737
Limpopo,Ward 93304009,LIM334,4043,0.4857778877071481,False,8.304742269640771,0.42836717727171114,2021,-0.09378743829834785,0.009992505620784353
Limpopo,Ward 93304010,LIM334,3724,0.6232545649838883,False,8.222553638396958,0.4202803139024911,2021,0.05012584591091618,0.1663012840588789
Limpopo,Ward 93304011,LIM334,4084,0.3702252693437806,False,8.314832179284556,0.4351643901166151,2021,-0.10588517483389043,-0.019447779111644636
Limpopo,Ward 93304012,LIM334,3542,0.4946357989836251,False,8.17244681834278,0.42784612366721253,2021,-0.12258908139915003,-0.003095975232198178
Limpopo,Ward 93304013,LIM334,3894,0.4424756034925526,False,8.267192185932146,0.430914370460805,2021,-0.04838445044811268,0.16691639196883434
Limpopo,Ward 93304014,LIM334,4370,0.3997711670480549,False,8.382518288089635,0.43342639613401074,2021,-0.04454336086775923,0.27740426775796556
Limpopo,Ward 93304015,LIM334,4447,0.4333258376433551,False,8.399984990510696,0.431452591981346,2021,-0.07777294149094016,0.23390677025527196
Limpopo,Ward 93304016,LIM334,4203,0.3556983107304306,False,8.343553835005117,0.436018917093871,2021,-0.1411184777628492,-0.008960150907804776
Limpopo,Ward 93304017,LIM334,4148,0.5658148505303761,False,8.330381569349418,0.4236591206350506,2021,-0.022626953412373085,0.12017283283823921
Limpopo,Ward 93304018,LIM334,3939,0.4838791571464839,False,8.278682162970906,0.42847886730469137,2021,-0.043883789997135936,0.051521623064602284
Limpopo,Ward 93305001,LIM335,4091,0.4505010999755561,False,8.316544717929398,0.5932377100782568,2021,-0.04675164727719111,0.02172827172827163
Limpopo,Ward 93305002,LIM335,4125,0.5156363636363637,False,8.324821298768782,0.5882273051812716,2021,-0.03200906572651718,0.14265927977839343
Limpopo,Ward 93305003,LIM335,4243,0.6170162620787178,False,8.353025845202325,0.5804288514549367,2021,-0.013338695081624885,0.03867809057527549
Limpopo,Ward 93305004,LIM335,3647,0.6161228406909789,False,8.20166019080868,0.5804975761770704,2021,-0.01289589008900438,0.019569471624266255
Limpopo,Ward 93305005,LIM335,3657,0.616078753076292,False,8.204398418149381,0.5805009675320464,2021,0.008790123338682676,0.06618075801749268
Limpopo,Ward 93305006,LIM335,4156,0.6318575553416746,False,8.332308352219117,0.5792872135116323,2021,0.09331561648617426,0.08596812124379416
Limpopo,Ward 93305007,LIM335,3657,0.5942028985507246,False,8.204398418149381,0.5821837255724746,2021,0.016481955100880907,0.03921568627450989
Limpopo,Ward 93305008,LIM335,4587,0.6723348593852191,False,8.430981494597171,0.576173574739052,2021,0.05106927481688217,0.07904022582921666
Limpopo,Ward 93305009,LIM335,3621,0.5382491024578846,False,8.19450550976564,0.5864878637334623,2021,0.015477918356311293,-0.0005520287054926465
Limpopo,Ward 93305010,LIM335,3776,0.6099046610169492,False,8.236420527265391,0.5809758976904573,2021,0.10920023723560235,0.06396167934629471
Limpopo,Ward 93305011,LIM335,3452,0.5362108922363847,False,8.146709052203319,0.5866446491351162,2021,0.009676714468313086,-0.24612360777462328
Limpopo,Ward 93305012,LIM335,3892,0.5503597122302158,False,8.266678443305896,0.5855562783663599,2021,-0.006449726087301433,-0.0017953321364452268
Limpopo,Ward 93305013,LIM335,3867,0.6576157227825188,False,8.260234291607297,0.5773058160161827,2021,0.08371991304299442,0.0948471121177803
Limpopo,Ward 93305014,LIM335,4115,0.5565006075334143,False,8.32239411311117,0.5850839018045754,2021,0.014861263271119252,0.34918032786885256
Limpopo,Ward 93401001,LIM341,3187,0.4232820834640728,False,8.066835314417336,0.42327229977392006,2021,-0.1011273653548248,0.0037795275590550848
Limpopo,Ward 93401002,LIM341,3233,0.3229198886483143,False,8.081165777725433,0.4433447387370718,2021,-0.11702345412788961,-0.08413597733711053
Limpopo,Ward 93401003,LIM341,4120,0.4480582524271844,False,8.323608442343572,0.4183170659812977,2021,-0.12543777481458634,0.16912599318955723
Limpopo,Ward 93401004,LIM341,2755,0.4370235934664246,False,7.9211727215870145,0.4205239977734497,2021,-0.0970031524473941,-0.18127786032689452
Limpopo,Ward 93401005,LIM341,3349,0.4266945356822932,False,8.116417072794205,0.422589809330276,2021,-0.1577955065627279,0.010561255280627568
Limpopo,Ward 93401006,LIM341,4636,0.4816652286453839,False,8.441607204459642,0.41159567073765785,2021,-0.08199152962719042,0.3000560852495793
Limpopo,Ward 93403001,LIM343,4945,0.4084934277047523,False,8.506132244056813,0.41009596343473986,2021,-0.023838223973247308,0.08466769028295684
Limpopo,Ward 93403002,LIM343,4854,0.4732179645653069,False,8.487558386286548,0.4084363599254948,2021,0.005710078129975704,0.020820189274447953
Limpopo,Ward 93403003,LIM343,4972,0.4382542236524537,False,8.511577452630602,0.4093328661027475,2021,-0.044574885096524186,0.01635322976287812
Limpopo,Ward 93403004,LIM343,6139,0.4469783352337514,False,8.722417141427496,0.4091091709339963,2021,-0.009703315767474574,0.2543931344503474
Limpopo,Ward 93403005,LIM343,5044,0.4791831879460745,False,8.52595469708481,0.40828340547983416,2021,-0.02425535904740106,-0.11056251102098391
Limpopo,Ward 93403006,LIM343,5854,0.5030748206354629,False,8.674880467251832,0.40767079951343954,2021,0.026292497141591042,0.01052994993958234
Limpopo,Ward 93403007,LIM343,5547,0.3802055164954029,False,8.621012520055235,0.4108212944913899,2021,-0.013976443676404993,0.08297540023428351
Limpopo,Ward 93403008,LIM343,5802,0.4098586694243364,False,8.665957964681349,0.4100609572368018,2021,-0.07075374528693001,-0.03444832750873694
Limpopo,Ward 93403009,LIM343,5064,0.4443127962085308,False,8.529911963824013,0.4091775180884891,2021,-0.04231821983424988,0.04154668860551203
Limpopo,Ward 93403010,LIM343,4849,0.4916477624252423,False,8.486527777105353,0.4079638010060093,2021,0.017009478706632664,-0.19358057541992346
Limpopo,Ward 93403011,LIM343,5968,0.4058310991957105,False,8.694167141883597,0.410164228268305,2021,-0.057598913414630026,-0.059268600252206816
Limpopo,Ward 93403012,LIM343,4937,0.4051043143609479,False,8.504513138258863,0.4101828637768887,2021,-0.09997576140967374,-0.14981918374375758
Limpopo,Ward 93403013,LIM343,5943,0.5021033148241629,False,8.68996933536666,0.4076957099188575,2021,0.06310435757703053,0.03284671532846706
Limpopo,Ward 93403014,LIM343,5776,0.4439058171745152,False,8.661466680572662,0.40918795344833564,2021,-0.02073220322341157,-0.03427520481524826
Limpopo,Ward 93403015,LIM343,5215,0.3961649089165868,False,8.559294367434873,0.41041207930110307,2021,-0.058778990101646,-0.08572931276297335
Limpopo,Ward 93403016,LIM343,5717,0.4322196956445688,False,8.651199471263972,0.40948759759012915,2021,-0.044757122392903415,-0.09225150841537
Limpopo,Ward 93403017,LIM343,5711,0.4211171423568552,False,8.650149418664864,0.40977227844366026,2021,-0.039247029061206196,0.05039543866102636
Limpopo,Ward 93403018,LIM343,6289,0.3585625695659087,False,8.746557354543503,0.41137624184855637,2021,-0.08155600750919012,0.2428853754940712
Limpopo,Ward 93403019,LIM343,5332,0.4724306076519129,False,8.5814816812986,0.40845654856429986,2021,-0.05652372722565158,-0.11780277961614827
Limpopo,Ward 93403020,LIM343,5277,0.3888573052870949,False,8.571113033405668,0.41059945375314133,2021,-0.12555653199669753,-0.1548686739269699
Limpopo,Ward 93403021,LIM343,6056,0.3814398943196829,False,8.708804795117285,0.41078964377794674,2021,-0.0459428590842505,0.14523449319213322
