Province,Ward,MunicipalityCode,RegisteredVoters_2011,VotesCast_2011,Turnout_2011,RegisteredVoters_2016,VotesCast_2016,Turnout_2016,RegisteredVoters_2021,VotesCast_2021,Turnout_2021,TurnoutDelta_2011_2016,RegistrationGrowth_2011_2016
Gauteng,Ward 74201044,GT421,7287,3690,0.5063812268423219,7534,3565,0.4731882134324396,7118,2623,0.3685023883113234,-0.03319301340988229,0.033895979140935895
Gauteng,Ward 74201045,GT421,7196,4629,0.6432740411339634,8928,6063,0.6790994623655914,9234,5175,0.5604288499025342,0.03582542123162802,0.24068927181767652
Gauteng,Ward 74202001,GT422,3750,2488,0.6634666666666666,3763,2456,0.6526707414297104,3570,2013,0.5638655462184874,-0.010795925236956272,0.003466666666666729
Gauteng,Ward 74202002,GT422,2922,2218,0.759069130732375,3175,2442,0.7691338582677165,3288,2308,0.7019464720194647,0.010064727535341489,0.08658453114305265
Gauteng,Ward 74202003,GT422,2812,2153,0.765647226173542,3464,2595,0.749133949191686,3785,2497,0.6597093791281374,-0.016513276981856007,0.2318634423897581
Gauteng,Ward 74202004,GT422,3307,2461,0.744179014212277,3881,2607,0.6717340891522804,4009,2230,0.5562484410077326,-0.07244492505999656,0.17357121257937713
Gauteng,Ward 74202005,GT422,4471,3272,0.7318273316931335,3203,2036,0.6356540743053387,4309,2168,0.5031329774889766,-0.09617325738779481,-0.2836054573920823
Gauteng,Ward 74202006,GT422,3409,2331,0.6837782340862423,4396,2826,0.6428571428571429,4481,1898,0.423566168266012,-0.04092109122909937,0.28952772073921973
Gauteng,Ward 74202007,GT422,3895,2402,0.6166880616174583,3922,2390,0.609382967873534,4232,2332,0.5510396975425331,-0.007305093743924296,0.0069319640564826646
Gauteng,Ward 74202008,GT422,4019,2556,0.6359790992784274,4237,2372,0.5598300684446542,3945,1883,0.4773130544993663,-0.07614903083377322,0.054242348842995725
Gauteng,Ward 74202009,GT422,2774,1582,0.5702956020187455,3003,1720,0.5727605727605728,2976,1472,0.4946236559139785,0.002464970741827277,0.08255227108868057
Gauteng,Ward 74202010,GT422,3562,2396,0.6726558113419427,3945,2300,0.5830164765525983,3929,1808,0.4601679816747264,-0.0896393347893445,0.10752386299831551
Gauteng,Ward 74202011,GT422,2978,1701,0.5711887172599059,3713,2282,0.6145973606248317,4760,2214,0.4651260504201681,0.04340864336492578,0.24680993955674957
Gauteng,Ward 74202012,GT422,3238,1848,0.5707226683137739,3599,2178,0.6051681022506252,3386,1569,0.4633786178381571,0.03444543393685129,0.11148857319332928
Gauteng,Ward 74202013,GT422,3705,2610,0.7044534412955465,3351,2382,0.7108325872873769,3782,2229,0.5893707033315706,0.006379145991830315,-0.09554655870445339
Gauteng,Ward 74202014,GT422,3119,2655,0.8512343699903815,3756,3025,0.8053780617678381,3951,2834,0.7172867628448494,-0.045856308222543385,0.20423212568130822
Gauteng,Ward 74203001,GT423,3222,1779,0.5521415270018621,3944,2515,0.6376774847870182,4908,2396,0.4881825590872045,0.0855359577851561,0.2240844196151459
Gauteng,Ward 74203002,GT423,3253,2145,0.659391331079004,3391,2158,0.6363904452963728,3122,1509,0.4833440102498398,-0.023000885782631264,0.042422379342145655
Gauteng,Ward 74203003,GT423,3914,2350,0.600408788962698,3956,2489,0.6291708796764408,3941,1977,0.501649327581832,0.028762090713742805,0.01073071027082273
Gauteng,Ward 74203004,GT423,3401,2122,0.623934137018524,3474,2258,0.6499712147380541,3288,1497,0.4552919708029197,0.02603707771953012,0.021464275213172623
Gauteng,Ward 74203005,GT423,2744,1761,0.6417638483965015,3201,2120,0.662293033427054,3536,1665,0.4708710407239819,0.020529185030552566,0.16654518950437325
Gauteng,Ward 74203006,GT423,3017,1757,0.5823665893271461,2930,1749,0.5969283276450512,2042,1036,0.5073457394711067,0.014561738317905082,-0.028836592641697023
Gauteng,Ward 74203007,GT423,3562,2210,0.6204379562043796,3891,2366,0.6080699049087638,3662,1626,0.4440196613872201,-0.0123680512956158,0.09236384053902302
Gauteng,Ward 74203008,GT423,4630,2748,0.5935205183585314,4674,2828,0.6050492083868207,4667,2449,0.5247482322691236,0.011528690028289379,0.00950323974082079
Gauteng,Ward 74203009,GT423,4092,2556,0.624633431085044,4274,2738,0.6406176883481516,3985,2366,0.5937264742785445,0.015984257263107593,0.04447702834799605
Gauteng,Ward 74203010,GT423,3160,2013,0.6370253164556962,3830,2572,0.6715404699738904,4160,2382,0.5725961538461538,0.03451515351819423,0.21202531645569622
Gauteng,Ward 74203011,GT423,2383,1504,0.6311372219890894,2808,1802,0.6417378917378918,2487,1217,0.4893445918777643,0.01060066974880236,0.17834662190516148
Gauteng,Ward 74203012,GT423,3064,2023,0.6602480417754569,3351,2190,0.6535362578334826,3793,2082,0.5489058792512523,-0.006711783941974359,0.09366840731070503
Gauteng,Ward 74203013,GT423,4041,2631,0.6510764662212324,4612,2980,0.6461405030355594,4262,2231,0.52346316283435,-0.00493596318567302,0.14130165800544425
Gauteng,Ward 74801001,GT481,5380,3299,0.6131970260223049,3834,2389,0.6231090245174752,3758,1601,0.4260244811069718,0.009911998495170327,-0.287360594795539
Gauteng,Ward 74801002,GT481,6355,3998,0.6291109362706531,4695,2693,0.5735889243876464,4455,1784,0.4004489337822671,-0.05552201188300665,-0.2612116443745083
Gauteng,Ward 74801003,GT481,5974,3198,0.535319718781386,5254,2753,0.5239817282070803,5800,2289,0.3946551724137931,-0.011337990574305623,-0.12052226314027448
Gauteng,Ward 74801004,GT481,6091,3653,0.5997373173534724,4618,2841,0.6152013858813339,4370,1900,0.4347826086956521,0.01546406852786153,-0.2418322114595305
Gauteng,Ward 74801005,GT481,4661,2588,0.555245655438747,4779,2726,0.5704122201297342,5086,2186,0.4298073141958317,0.015166564690987205,0.025316455696202445
Gauteng,Ward 74801006,GT481,4270,2682,0.6281030444964871,4325,2696,0.6233526011560694,4313,1954,0.4530489218641317,-0.004750443340417743,0.012880562060889833
Gauteng,Ward 74801007,GT481,5396,2814,0.5214974054855448,5557,3135,0.5641533201367644,5220,2251,0.4312260536398467,0.04265591465121965,0.029836916234247557
Gauteng,Ward 74801008,GT481,6236,3489,0.559493264913406,4389,2544,0.579630895420369,4261,1997,0.4686693264491903,0.020137630506963045,-0.29618345093008336
Gauteng,Ward 74801009,GT481,4279,2815,0.6578639869128301,6471,4182,0.6462679647658786,6000,2911,0.4851666666666667,-0.011596022146951546,0.5122692217807898
Gauteng,Ward 74801010,GT481,5018,2890,0.5759266640095656,4854,2957,0.6091882983106716,4575,2138,0.4673224043715847,0.03326163430110596,-0.03268234356317257
Gauteng,Ward 74801011,GT481,4930,3045,0.6176470588235294,5264,3393,0.6445668693009119,5762,2704,0.4692814994793474,0.026919810477382455,0.06774847870182565
Gauteng,Ward 74801012,GT481,4622,1870,0.40458675897879703,4332,2461,0.5680978762696214,3871,1217,0.3143890467579436,0.16351111729082435,-0.06274340112505405
Gauteng,Ward 74801013,GT481,5386,2901,0.538618640920906,5812,3230,0.5557467309015829,5647,2285,0.4046396316628298,0.01712808998067683,0.07909394727070174
Gauteng,Ward 74801014,GT481,6104,3896,0.6382699868938401,4664,2768,0.5934819897084048,4770,2253,0.4723270440251572,-0.04478799718543525,-0.23591087811271294
Gauteng,Ward 74801015,GT481,4414,2505,0.567512460353421,4630,2647,0.5717062634989201,4379,2034,0.4644896094998858,0.004193803145499109,0.04893520616221125
Gauteng,Ward 74801016,GT481,4897,2839,0.5797426996120073,5454,3049,0.5590392372570591,5146,2088,0.4057520404197435,-0.020703462354948243,0.11374310802532173
Gauteng,Ward 74801017,GT481,4504,3015,0.669404973357016,4988,3554,0.7125100240577386,4727,2757,0.5832451872223398,0.04310505070072257,0.10746003552397876
Gauteng,Ward 74801018,GT481,5394,3908,0.7245087133852428,6027,4622,0.766882362701178,5860,3761,0.6418088737201365,0.042373649315935236,0.11735261401557295
Gauteng,Ward 74801019,GT481,4735,2466,0.5208025343189018,4225,2460,0.5822485207100592,3787,1680,0.4436229205175601,0.06144598639115739,-0.10770855332629359
Gauteng,Ward 74801020,GT481,5967,3384,0.5671191553544495,4623,2775,0.600259571706684,4533,2103,0.4639311714096625,0.033140416352234525,-0.22523881347410757
Gauteng,Ward 74801021,GT481,5159,3810,0.7385152161271564,5710,4424,0.7747810858143608,5310,3445,0.6487758945386064,0.036265869687204355,0.10680364411707699
Gauteng,Ward 74801022,GT481,5079,3457,0.6806457964166175,5362,3937,0.7342409548675867,5429,3446,0.6347393626818936,0.05359515845096918,0.05571962984839529
Gauteng,Ward 74801023,GT481,5332,3016,0.5656414103525882,5248,3103,0.5912728658536586,5891,2664,0.4522152435919199,0.025631455501070377,-0.015753938484621144
Gauteng,Ward 74801024,GT481,5682,3451,0.6073565645899331,5469,2969,0.5428780398610349,5138,2302,0.4480342545737641,-0.06447852472889826,-0.0374868004223865
Gauteng,Ward 74801025,GT481,4647,2877,0.6191091026468689,4969,2806,0.564701147112095,4647,1968,0.4234990316333118,-0.054407955534773955,0.06929201635463733
Gauteng,Ward 74801026,GT481,5742,3153,0.5491118077324973,4759,2699,0.567135952931288,4474,2005,0.4481448368350469,0.018024145198790698,-0.1711947056774643
Gauteng,Ward 74801027,GT481,4305,2701,0.6274099883855981,4632,2826,0.6101036269430051,4507,2042,0.4530729975593521,-0.01730636144259301,0.07595818815331001
Gauteng,Ward 74801028,GT481,4727,3224,0.6820393484239475,4822,3579,0.7422231439236832,5042,2930,0.5811186037286791,0.060183795499735626,0.020097313306536968
Gauteng,Ward 74801029,GT481,5652,3723,0.6587048832271762,3929,2974,0.7569356070246882,4102,2735,0.666747927840078,0.09823072379751197,-0.30484784147204524
Gauteng,Ward 74801030,GT481,5786,3426,0.5921189077082614,5492,3195,0.581755280407866,5785,2744,0.4743301642178046,-0.010363627300395417,-0.050812305565157256
Gauteng,Ward 74801031,GT481,5246,3312,0.6313381624094548,5669,3628,0.6399717763273945,5405,2654,0.4910268270120259,0.008633613917939709,0.08063286313381623
Gauteng,Ward 74801032,GT481,4933,2805,0.5686195013176566,4322,2708,0.6265617769551134,3743,1889,0.5046753940689287,0.0579422756374568,-0.12385972025136838
Gauteng,Ward 74801033,GT481,4271,2131,0.49894638258019197,4610,2593,0.562472885032538,4460,2105,0.4719730941704035,0.06352650245234603,0.07937251229220332
Gauteng,Ward 74801034,GT481,4625,3020,0.652972972972973,5444,3223,0.5920279206465834,5272,2164,0.4104704097116843,-0.06094505232638958,0.177081081081081
Gauteng,Ward 74804001,GT484,3017,1977,0.6552867086509778,4870,2902,0.5958932238193019,4534,2005,0.4422143802382002,-0.05939348483167595,0.6141862777593636
Gauteng,Ward 74804002,GT484,3978,2542,0.6390145801910507,4780,2707,0.5663179916317992,4584,2168,0.4729493891797556,-0.07269658855925154,0.20160884866767215
Gauteng,Ward 74804003,GT484,3203,1748,0.5457383702778645,2745,1353,0.492896174863388,2693,1193,0.4430003713330858,-0.052842195414476545,-0.1429909459881361
Gauteng,Ward 74804004,GT484,3978,2386,0.599798893916541,3555,1681,0.4728551336146273,3075,1350,0.4390243902439024,-0.12694376030191368,-0.10633484162895923
Gauteng,Ward 74804005,GT484,2071,814,0.39304683727667794,2595,818,0.3152215799614644,2953,769,0.2604131391804944,-0.07782525731521356,0.2530178657653308
Gauteng,Ward 74804006,GT484,3364,1912,0.5683709869203329,3270,1793,0.5483180428134556,2958,1342,0.45368492224476,-0.020052944106877302,-0.027942925089179504
Gauteng,Ward 74804007,GT484,3913,2330,0.5954510605673397,3640,2055,0.5645604395604396,2188,1127,0.5150822669104205,-0.0308906210069001,-0.06976744186046513
Gauteng,Ward 74804008,GT484,3573,2110,0.5905401623285754,3081,1712,0.5556637455371632,2721,1185,0.4355016538037486,-0.03487641679141218,-0.13769941225860627
Gauteng,Ward 74804009,GT484,2982,1701,0.5704225352112676,2544,1327,0.5216194968553459,2881,1388,0.4817771607080874,-0.0488030383559217,-0.1468812877263581
Gauteng,Ward 74804010,GT484,3428,2068,0.603267211201867,3311,1931,0.5832074901842343,3531,1359,0.3848768054375531,-0.020059721017632648,-0.03413068844807465
Gauteng,Ward 74804011,GT484,3108,1557,0.500965250965251,3046,1340,0.4399212081418253,2697,888,0.3292547274749722,-0.06104404282342574,-0.019948519948519983
Gauteng,Ward 74804012,GT484,3002,1580,0.5263157894736842,4012,2436,0.6071784646061814,4325,2289,0.5292485549132948,0.08086267513249723,0.3364423717521652
Gauteng,Ward 74804013,GT484,3736,1773,0.4745717344753747,3531,1800,0.5097706032285472,2923,1317,0.4505644885391721,0.03519886875317246,-0.054871520342612445
Gauteng,Ward 74804014,GT484,3391,1356,0.3998820406959599,4300,2582,0.6004651162790697,3841,1721,0.4480604009372559,0.20058307558310984,0.26806251843114115
Gauteng,Ward 74804015,GT484,2144,797,0.37173507462686567,3451,1511,0.4378441031585048,3386,1256,0.370939161252215,0.06610902853163914,0.6096082089552239
Gauteng,Ward 74804016,GT484,2846,1557,0.5470836261419536,3549,1936,0.5455057762750071,3587,1522,0.424310008363535,-0.0015778498669465346,0.24701335207308506
Gauteng,Ward 74804017,GT484,4002,2234,0.5582208895552224,3483,1888,0.5420614412862474,3270,1385,0.4235474006116208,-0.016159448268974974,-0.1296851574212894
Gauteng,Ward 74804018,GT484,4115,1959,0.47606318347509113,3766,1768,0.4694636218799787,3488,1229,0.3523509174311927,-0.006599561595112435,-0.08481166464155532
Gauteng,Ward 74804019,GT484,3134,1155,0.36853860880663686,2286,926,0.4050743657042869,3131,952,0.3040562120728202,0.03653575689765004,-0.27058072750478623
Gauteng,Ward 74804020,GT484,3442,2054,0.5967460778617083,4233,2348,0.5546893456177652,3912,1307,0.3341002044989775,-0.04205673224394313,0.22980825101685065
Gauteng,Ward 74804021,GT484,4268,2702,0.6330834114339269,4349,2903,0.6675097723614624,4683,2676,0.5714285714285714,0.03442636092753548,0.01897844423617623
Gauteng,Ward 74804022,GT484,3252,2019,0.6208487084870848,3829,2267,0.5920605902324366,4145,1827,0.4407720144752714,-0.02878811825464822,0.17742927429274302
Gauteng,Ward 74804023,GT484,3889,1981,0.5093854461301106,3912,1913,0.4890081799591002,3504,1302,0.3715753424657534,-0.020377266171010433,0.005914116739521802
Gauteng,Ward 74804024,GT484,4239,2682,0.6326963906581741,3098,1839,0.5936087798579729,2849,1405,0.4931554931554932,-0.03908761080020118,-0.2691672564284029
Gauteng,Ward 74804025,GT484,2884,1807,0.6265603328710125,3114,1829,0.5873474630700064,2897,1042,0.3596824301001035,-0.039212869801006134,0.07975034674063797
Gauteng,Ward 74804026,GT484,4674,2963,0.6339323919554986,3870,2220,0.5736434108527132,3561,1507,0.4231957315360853,-0.060288981102785355,-0.17201540436456997
Gauteng,Ward 74804027,GT484,2329,985,0.42292829540575355,3650,1364,0.3736986301369863,2617,451,0.1723347344287352,-0.049229665268767264,0.5671962215543151
Gauteng,Ward 74804028,GT484,2584,1509,0.5839783281733746,4094,2480,0.6057645334636053,3877,1893,0.4882641217436162,0.021786205290230676,0.5843653250773995
Gauteng,Ward 79800001,JHB,16295,9318,0.5718318502608162,14454,7540,0.521654905216549,14294,5632,0.3940114733454596,-0.050176945044267174,-0.11297944154648665
Gauteng,Ward 79800002,JHB,17114,9683,0.565794086712633,14970,8244,0.5507014028056112,14308,5418,0.3786692759295499,-0.015092683907021787,-0.12527755054341472
Gauteng,Ward 79800003,JHB,14433,8140,0.5639853114390633,13968,7154,0.5121706758304696,13533,5350,0.3953299342348333,-0.05181463560859367,-0.03221783413011847
Gauteng,Ward 79800004,JHB,16163,9452,0.5847924271484254,18289,9921,0.5424572147192301,17574,7045,0.4008762945260043,-0.042335212429195246,0.1315349873167111
Gauteng,Ward 79800005,JHB,16263,9280,0.5706204267355347,15969,10721,0.6713632663285115,16037,5746,0.3582964394836939,0.10074283959297681,-0.018077845415974902
Gauteng,Ward 79800006,JHB,14608,8293,0.5677026286966046,16319,7863,0.4818309945462344,18848,8764,0.4649830220713073,-0.08587163415037019,0.1171276013143483
Gauteng,Ward 79800007,JHB,15883,9491,0.5975571365611031,19415,11990,0.6175637393767706,19786,9638,0.4871120994642676,0.020006602815667462,0.2223761254171126
Gauteng,Ward 79800008,JHB,14135,7155,0.506190307746728,17313,9553,0.5517818979957257,18048,6509,0.3606493794326241,0.045591590248997726,0.22483197736116023
Gauteng,Ward 79800009,JHB,16122,8683,0.5385808212380598,16825,10060,0.5979197622585438,18174,8513,0.4684164190601959,0.05933894102048398,0.043605011785138315
Gauteng,Ward 79800010,JHB,13688,7161,0.5231589713617767,13739,7922,0.5766067399374045,14394,6159,0.4278866194247603,0.05344776857562783,0.003725891291642247
Gauteng,Ward 79800011,JHB,16558,8886,0.5366590167894674,17511,9692,0.5534806692935869,15888,6789,0.4273036253776435,0.01682165250411949,0.05755526029713742
Gauteng,Ward 79800012,JHB,16906,8289,0.4902993020229504,16599,8147,0.4908126995602144,15492,6090,0.3931061192873741,0.0005133975372639821,-0.018159233408257425
Gauteng,Ward 79800013,JHB,17306,8385,0.48451404137293425,15352,8323,0.5421443460135488,15430,6235,0.4040829552819183,0.05763030464061453,-0.11290881775106898
Gauteng,Ward 79800014,JHB,14230,7811,0.5489107519325369,14753,8145,0.5520911001152308,14188,6251,0.440583591767691,0.0031803481826938595,0.03675333801827119
Gauteng,Ward 79800015,JHB,15436,9248,0.5991189427312775,15796,8304,0.5257027095467207,14312,5110,0.3570430408049189,-0.07341623318455681,0.02332210417206526
Gauteng,Ward 79800016,JHB,14324,8339,0.5821697849762636,14696,9487,0.6455498094719652,14048,5914,0.4209851936218678,0.06338002449570157,0.025970399329796168
Gauteng,Ward 79800017,JHB,16604,9586,0.5773307636714045,18613,11447,0.6150002686294526,18261,9468,0.5184820108427797,0.037669504958048106,0.1209949409780775
Gauteng,Ward 79800018,JHB,16738,10504,0.62755406858645,18582,12214,0.6573027661177484,18900,10292,0.5445502645502646,0.029748697531298385,0.11016847891026416
Gauteng,Ward 79800019,JHB,15709,7794,0.4961487045642625,14841,8152,0.5492891314601442,13334,5103,0.3827058647067646,0.05314042689588172,-0.05525494939206821
Gauteng,Ward 79800020,JHB,16487,9445,0.5728755989567538,15040,8663,0.575997340425532,13868,5187,0.3740265359100087,0.003121741468778194,-0.08776611876023532
Gauteng,Ward 79800021,JHB,15910,9851,0.6191703331238215,15995,8110,0.5070334479524852,15015,7605,0.5064935064935064,-0.11213688517133635,0.005342551854179867
Gauteng,Ward 79800022,JHB,17084,9818,0.5746897682041676,18276,10577,0.5787371416064785,18658,8152,0.436917140100761,0.004047373402310872,0.06977288691173023
Gauteng,Ward 79800023,JHB,15248,10361,0.6794989506820567,18388,13294,0.722971503154231,17898,9900,0.5531344284277573,0.0434725524721743,0.2059286463798531
Gauteng,Ward 79800024,JHB,14420,7079,0.4909153952843273,18484,9283,0.5022181346028998,16251,5688,0.3500092302012184,0.011302739318572452,0.28183079056865457
Gauteng,Ward 79800025,JHB,16917,9252,0.5469054796949814,17988,9948,0.553035356904603,16917,6829,0.403676774841875,0.006129877209621659,0.06330909735768753
Gauteng,Ward 79800026,JHB,14906,8159,0.5473634777941768,15134,8475,0.559997356944628,16075,6015,0.3741835147744946,0.012633879150451222,0.015295854018515964
Gauteng,Ward 79800027,JHB,13127,7596,0.5786546811914375,18016,10582,0.5873667850799289,16988,7231,0.4256534024016953,0.008712103888491418,0.3724384855641045
Gauteng,Ward 79800028,JHB,14590,7810,0.5352981494174092,14480,8089,0.5586325966850829,13314,5642,0.4237644584647739,0.023334447267673752,-0.007539410555174819
Gauteng,Ward 79800029,JHB,16203,9154,0.5649571067086342,16766,9605,0.5728856018131934,15751,7021,0.4457494762237318,0.007928495104559175,0.03474665185459491
Gauteng,Ward 79800030,JHB,16923,8846,0.5227205578207174,17420,8788,0.5044776119402985,15999,6403,0.4002125132820801,-0.01824294588041886,0.029368315310524196
Gauteng,Ward 79800031,JHB,14349,7292,0.5081887239528887,14044,6953,0.4950868698376531,12745,4953,0.3886229894076108,-0.013101854115235623,-0.02125583664366859
Gauteng,Ward 79800032,JHB,14391,8570,0.5955110833159614,19191,12967,0.6756813089469021,19336,8521,0.4406805957798924,0.08017022563094078,0.33354179695643116
Gauteng,Ward 79800033,JHB,14038,8677,0.6181079925915373,14084,8705,0.6180772507810282,13706,6398,0.466802860061287,-3.074181050910507e-05,0.0032768200598376485
Gauteng,Ward 79800034,JHB,16687,8739,0.5237010846766944,14287,7760,0.5431511163995241,14050,5982,0.4257651245551601,0.019450031722829664,-0.14382453406843654
Gauteng,Ward 79800035,JHB,14614,8378,0.5732858902422334,13498,7705,0.570825307452956,15000,6570,0.438,-0.00246058278927741,-0.07636512932804163
Gauteng,Ward 79800036,JHB,13547,7878,0.5815309662655939,14299,8254,0.5772431638576124,12967,5651,0.4357985655895735,-0.004287802407981434,0.055510445117000096
Gauteng,Ward 79800037,JHB,15151,7791,0.5142234835984424,15946,8651,0.5425184999372884,12953,5048,0.3897166679533699,0.028295016338846013,0.05247178404065744
Gauteng,Ward 79800038,JHB,13851,7540,0.544365027795827,14276,7709,0.5399971980947044,13671,5879,0.4300343793431351,-0.004367829701122594,0.030683705147642737
Gauteng,Ward 79800039,JHB,16344,9272,0.5673029858051885,14411,8203,0.5692179585039207,13389,5792,0.4325939203824034,0.001914972698732198,-0.11826970141948112
Gauteng,Ward 79800040,JHB,14935,8288,0.5549380649481085,15951,8523,0.5343238668422042,14623,6432,0.4398550229091157,-0.020614198105904258,0.0680281218613994
Gauteng,Ward 79800041,JHB,16755,9987,0.5960608773500448,18271,10719,0.5866673964205572,16876,6561,0.3887769613652524,-0.009393480929487552,0.09048045359594159
Gauteng,Ward 79800042,JHB,14244,8007,0.5621314237573716,14036,7963,0.567326873753206,13986,5835,0.4172029172029172,0.0051954499958344336,-0.014602639707947174
Gauteng,Ward 79800043,JHB,15703,9165,0.583646436986563,15559,8973,0.5767080146538981,14257,6406,0.4493231395104159,-0.006938422332664951,-0.009170222250525328
Gauteng,Ward 79800044,JHB,17110,9163,0.5355347749853887,19111,9881,0.5170320757678823,17094,6931,0.4054639054639055,-0.018502699217506358,0.11694915254237293
Gauteng,Ward 79800045,JHB,15105,8373,0.5543197616683218,17065,9306,0.5453266920597715,15560,6681,0.4293701799485861,-0.008993069608550286,0.12975835815954984
Gauteng,Ward 79800046,JHB,14263,8189,0.5741428871906331,17207,9348,0.5432672749462428,16015,6726,0.4199812675616609,-0.030875612244390283,0.2064081890205427
Gauteng,Ward 79800047,JHB,17087,9189,0.5377772575642301,16447,8666,0.5269046026630997,16924,6340,0.3746159300401796,-0.01087265490113043,-0.0374553754316147
Gauteng,Ward 79800048,JHB,16029,8824,0.5505022147357914,16107,8913,0.5533618923449432,17479,7575,0.4333771954917329,0.002859677609151734,0.0048661800486617945
Gauteng,Ward 79800049,JHB,14537,8280,0.5695810689963541,19173,10399,0.542377301413446,19977,7123,0.3565600440506583,-0.0272037675829081,0.3189103666506157
Gauteng,Ward 79800050,JHB,13365,7763,0.5808454919566031,14304,7932,0.5545302013422819,13563,5170,0.381184103811841,-0.02631529061432114,0.07025813692480365
Gauteng,Ward 79800051,JHB,15882,8843,0.5567938546782522,15746,8470,0.5379143909564333,14386,5625,0.3910051438898929,-0.018879463721818812,-0.008563153255257472
Gauteng,Ward 79800052,JHB,14042,7763,0.5528414755732801,13970,7309,0.5231925554760201,12978,5461,0.4207890275851441,-0.029648920097260056,-0.005127474718701008
Gauteng,Ward 79800053,JHB,19320,11244,0.5819875776397515,15727,9266,0.5891778470146881,19531,7192,0.3682351134094516,0.007190269374936609,-0.1859730848861284
Gauteng,Ward 79800054,JHB,17260,10755,0.623117033603708,19300,12587,0.6521761658031088,19395,9259,0.4773910801753029,0.029059132199400817,0.1181923522595596
Gauteng,Ward 79800055,JHB,14114,7457,0.5283406546691228,14853,8602,0.5791422608227295,14435,6112,0.4234153100103914,0.05080160615360663,0.052359359501204406
Gauteng,Ward 79800056,JHB,15280,8157,0.5338350785340314,15883,9057,0.5702323238682868,15367,6400,0.4164768660115832,0.03639724533425537,0.039463350785340356
Gauteng,Ward 79800057,JHB,16370,9230,0.5638362858888211,18404,11080,0.6020430341230167,18371,8046,0.4379728920581351,0.038206748234195675,0.12425167990226016
Gauteng,Ward 79800058,JHB,13729,6704,0.48830941802024913,18241,9957,0.5458582314566087,16994,5881,0.3460633164646345,0.05754881343635959,0.3286473887391652
Gauteng,Ward 79800059,JHB,14857,3838,0.25832940701352897,13573,3871,0.2851985559566787,11049,2413,0.2183908045977011,0.026869148943149734,-0.08642390792219157
Gauteng,Ward 79800060,JHB,12651,3961,0.3130977788317129,15313,5624,0.3672696401750147,16499,3860,0.2339535729438147,0.054171861343301764,0.21041814876294374
Gauteng,Ward 79800061,JHB,15977,5834,0.36514990298554173,16023,7606,0.4746926293453161,15844,4918,0.3104014137843979,0.10954272635977436,0.0028791387619704345
Gauteng,Ward 79800062,JHB,13830,4222,0.3052783803326103,13442,4764,0.3544115459009076,11274,2695,0.2390455916267518,0.04913316556829733,-0.028054953000723026
Gauteng,Ward 79800063,JHB,14163,3894,0.27494174962931583,13436,4316,0.3212265555224769,13750,3150,0.2290909090909091,0.046284805893161085,-0.05133093271199607
Gauteng,Ward 79800064,JHB,16613,5269,0.31716125925480043,16322,5820,0.3565739492709227,13875,3220,0.232072072072072,0.03941269001612224,-0.01751640281707101
Gauteng,Ward 79800065,JHB,14741,5911,0.40099043484159824,17319,7463,0.4309140250591836,17870,5590,0.3128147733631785,0.02992359021758534,0.17488637134522755
Gauteng,Ward 79800066,JHB,14319,7175,0.5010824778266638,15048,8192,0.5443912812333865,14365,5437,0.3784893839192482,0.04330880340672272,0.050911376492771776
Gauteng,Ward 79800067,JHB,14048,4776,0.33997722095671984,13747,4999,0.3636429766494508,13029,3506,0.2690920254816179,0.02366575569273094,-0.021426537585421457
Gauteng,Ward 79800068,JHB,17106,9530,0.5571144627616041,16041,9591,0.597905367495792,16952,7975,0.4704459650778669,0.040790904734187894,-0.06225885654156438
Gauteng,Ward 79800069,JHB,15669,7763,0.49543684983087627,16276,8912,0.5475546817399852,15713,6060,0.3856679182842232,0.05211783190910896,0.038738911225987716
Gauteng,Ward 79800070,JHB,15468,9580,0.6193431600724075,20048,13064,0.6516360734237829,20771,10368,0.4991574791776997,0.03229291335137541,0.29609516420998183
Gauteng,Ward 79800071,JHB,15320,9690,0.6325065274151436,17035,11087,0.6508365130613443,16924,7719,0.456097849208225,0.018329985646200697,0.11194516971279378
Gauteng,Ward 79800072,JHB,15555,9322,0.5992928318868531,16122,10452,0.6483066617045031,13942,7677,0.550638358915507,0.04901382981765001,0.03645130183220835
Gauteng,Ward 79800073,JHB,13686,7737,0.5653222270933801,15167,9402,0.619898463770027,15457,6945,0.4493109917836579,0.054576236676646905,0.10821277217594627
Gauteng,Ward 79800074,JHB,13226,8066,0.609859367911689,15439,10217,0.6617656583975646,16153,8262,0.5114839348727791,0.051906290485875584,0.1673219416301226
Gauteng,Ward 79800075,JHB,15711,6867,0.43708229902616,16286,7370,0.4525359204224487,15737,5238,0.3328461587341933,0.015453621396288697,0.03659856151740826
Gauteng,Ward 79800076,JHB,14596,6668,0.45683748972321186,15030,7211,0.4797737857618097,13812,5165,0.3739501882421083,0.022936296038597814,0.029734173746231773
Gauteng,Ward 79800077,JHB,17051,8360,0.49029382440912556,16107,7795,0.4839510771714161,15778,5128,0.3250095069083534,-0.006342747237709445,-0.05536332179930792
Gauteng,Ward 79800078,JHB,17258,9408,0.545138486499015,15620,8030,0.5140845070422535,16008,5212,0.3255872063968016,-0.03105397945676147,-0.09491250434581067
Gauteng,Ward 79800079,JHB,17098,7879,0.46081413030763835,17197,8046,0.4678723033087166,15829,5162,0.3261103038726388,0.0070581730010782495,0.005790150894841473
