Province,Ward,MunicipalityCode,Municipality_2016,Municipality_2021,RegisteredVoters_2016,VotesCast_2016,Turnout_2016,RegisteredVoters_2021,VotesCast_2021,Turnout_2021
Eastern Cape,Ward 21505028,EC155,EC155 - Nyandeni,EC155 - Nyandeni,3690,2118,0.5739837398373984,4788,2086,0.43567251461988304
Eastern Cape,Ward 21505029,EC155,EC155 - Nyandeni,EC155 - Nyandeni,4359,1969,0.45170910759348476,4646,1622,0.34911752044769695
Eastern Cape,Ward 21505030,EC155,EC155 - Nyandeni,EC155 - Nyandeni,4684,2395,0.5113151152860803,4343,1751,0.40317752705503107
Eastern Cape,Ward 21505031,EC155,EC155 - Nyandeni,EC155 - Nyandeni,3737,1955,0.5231469092855231,3679,1521,0.4134275618374558
Eastern Cape,Ward 21505032,EC155,EC155 - Nyandeni,EC155 - Nyandeni,4209,1940,0.4609170824423854,3744,1469,0.3923611111111111
Eastern Cape,Ward 21506001,EC156,EC156 - Mhlontlo,EC156 - Mhlontlo,3873,2137,0.5517686547895688,3887,1742,0.44816053511705684
Eastern Cape,Ward 21506002,EC156,EC156 - Mhlontlo,EC156 - Mhlontlo,3322,1563,0.47049969897652016,3133,1043,0.33290775614427065
Eastern Cape,Ward 21506003,EC156,EC156 - Mhlontlo,EC156 - Mhlontlo,3470,1731,0.4988472622478386,3384,1387,0.4098699763593381
Eastern Cape,Ward 21506004,EC156,EC156 - Mhlontlo,EC156 - Mhlontlo,3426,1469,0.4287799182720374,3292,1294,0.3930741190765492
Eastern Cape,Ward 21506005,EC156,EC156 - Mhlontlo,EC156 - Mhlontlo,4170,2164,0.5189448441247002,3967,1895,0.47769095034030756
Eastern Cape,Ward 21506006,EC156,EC156 - Mhlontlo,EC156 - Mhlontlo,4055,1642,0.40493218249075213,4077,1577,0.38680402256561197
Eastern Cape,Ward 21506007,EC156,EC156 - Mhlontlo,EC156 - Mhlontlo,4265,2328,0.5458382180539273,3691,1664,0.45082633432674074
Eastern Cape,Ward 21506008,EC156,EC156 - Mhlontlo,EC156 - Mhlontlo,3599,1849,0.5137538205056961,3485,1501,0.4307030129124821
Eastern Cape,Ward 21506009,EC156,EC156 - Mhlontlo,EC156 - Mhlontlo,3949,2073,0.5249430235502659,3943,2019,0.5120466649759067
Eastern Cape,Ward 21506010,EC156,EC156 - Mhlontlo,EC156 - Mhlontlo,4102,2134,0.5202340321794247,3246,1409,0.43407270486752925
Eastern Cape,Ward 21506011,EC156,EC156 - Mhlontlo,EC156 - Mhlontlo,3636,2106,0.5792079207920792,3357,1216,0.3622281799225499
Eastern Cape,Ward 21506012,EC156,EC156 - Mhlontlo,EC156 - Mhlontlo,3474,1753,0.5046056419113414,4117,2102,0.5105659460772407
Eastern Cape,Ward 21506013,EC156,EC156 - Mhlontlo,EC156 - Mhlontlo,4210,2406,0.5714964370546318,4069,1939,0.47652985991644137
Eastern Cape,Ward 21506014,EC156,EC156 - Mhlontlo,EC156 - Mhlontlo,4003,2278,0.5690731951036723,3908,2148,0.5496417604912999
Eastern Cape,Ward 21506015,EC156,EC156 - Mhlontlo,EC156 - Mhlontlo,3768,1843,0.4891188959660297,3787,1700,0.44890414576181675
Eastern Cape,Ward 21506016,EC156,EC156 - Mhlontlo,EC156 - Mhlontlo,3336,1833,0.5494604316546763,3972,1826,0.459718026183283
Eastern Cape,Ward 21506017,EC156,EC156 - Mhlontlo,EC156 - Mhlontlo,3831,2098,0.5476376925084834,3637,1701,0.4676931536981028
Eastern Cape,Ward 21506018,EC156,EC156 - Mhlontlo,EC156 - Mhlontlo,3272,1703,0.5204767726161369,3070,1419,0.46221498371335507
Eastern Cape,Ward 21506019,EC156,EC156 - Mhlontlo,EC156 - Mhlontlo,3715,2094,0.5636608344549126,3196,1610,0.5037546933667084
Eastern Cape,Ward 21506020,EC156,EC156 - Mhlontlo,EC156 - Mhlontlo,3260,1696,0.5202453987730061,3179,1488,0.46807172066687636
Eastern Cape,Ward 21506021,EC156,EC156 - Mhlontlo,EC156 - Mhlontlo,3704,2069,0.558585313174946,3539,1525,0.43091268719977394
Eastern Cape,Ward 21506022,EC156,EC156 - Mhlontlo,EC156 - Mhlontlo,3388,1971,0.5817591499409681,3260,1721,0.5279141104294478
Eastern Cape,Ward 21506023,EC156,EC156 - Mhlontlo,EC156 - Mhlontlo,4133,2288,0.5535930316961045,3842,1896,0.493492972410203
Eastern Cape,Ward 21506024,EC156,EC156 - Mhlontlo,EC156 - Mhlontlo,3679,1882,0.5115520521880946,3046,1509,0.4954038082731451
Eastern Cape,Ward 21506025,EC156,EC156 - Mhlontlo,EC156 - Mhlontlo,3991,2025,0.5073916311701328,3897,2140,0.5491403643828586
Eastern Cape,Ward 21506026,EC156,EC156 - Mhlontlo,EC156 - Mhlontlo,3336,1706,0.5113908872901679,3183,1393,0.43763744894753376
Eastern Cape,Ward 21507001,EC157,EC157 - King Sabata Dalindyebo,EC157 - King Sabata Dalindyebo,5412,2371,0.43810051736881006,5246,1664,0.3171940526115135
Eastern Cape,Ward 21507002,EC157,EC157 - King Sabata Dalindyebo,EC157 - King Sabata Dalindyebo,5814,2356,0.40522875816993464,5300,1567,0.29566037735849054
Eastern Cape,Ward 21507003,EC157,EC157 - King Sabata Dalindyebo,EC157 - King Sabata Dalindyebo,5941,2321,0.3906749705436795,5668,2043,0.3604446012702893
Eastern Cape,Ward 21507004,EC157,EC157 - King Sabata Dalindyebo,EC157 - King Sabata Dalindyebo,6586,3018,0.4582447616155481,6600,2915,0.44166666666666665
Eastern Cape,Ward 21507005,EC157,EC157 - King Sabata Dalindyebo,EC157 - King Sabata Dalindyebo,6936,2055,0.296280276816609,5670,837,0.14761904761904762
Eastern Cape,Ward 21507006,EC157,EC157 - King Sabata Dalindyebo,EC157 - King Sabata Dalindyebo,4842,2211,0.4566294919454771,5004,1625,0.32474020783373303
Eastern Cape,Ward 21507007,EC157,EC157 - King Sabata Dalindyebo,EC157 - King Sabata Dalindyebo,4309,1464,0.33975400324901367,4893,2491,0.5090946249744533
Eastern Cape,Ward 21507008,EC157,EC157 - King Sabata Dalindyebo,EC157 - King Sabata Dalindyebo,4860,1860,0.38271604938271603,5863,1844,0.31451475353914377
Eastern Cape,Ward 21507009,EC157,EC157 - King Sabata Dalindyebo,EC157 - King Sabata Dalindyebo,6161,2407,0.3906833306281448,4871,1462,0.3001437076575652
Eastern Cape,Ward 21507010,EC157,EC157 - King Sabata Dalindyebo,EC157 - King Sabata Dalindyebo,6169,2992,0.485005673528935,4898,2049,0.4183340138832176
Eastern Cape,Ward 21507011,EC157,EC157 - King Sabata Dalindyebo,EC157 - King Sabata Dalindyebo,6782,2850,0.42023002064287823,5175,1670,0.32270531400966185
Eastern Cape,Ward 21507012,EC157,EC157 - King Sabata Dalindyebo,EC157 - King Sabata Dalindyebo,6519,2376,0.36447307869305107,5295,1322,0.24966949952785647
Eastern Cape,Ward 21507013,EC157,EC157 - King Sabata Dalindyebo,EC157 - King Sabata Dalindyebo,5234,2537,0.484715322888804,4761,1913,0.40180634320520897
Eastern Cape,Ward 21507014,EC157,EC157 - King Sabata Dalindyebo,EC157 - King Sabata Dalindyebo,5231,2284,0.4366277958325368,5115,1761,0.34428152492668623
Eastern Cape,Ward 21507015,EC157,EC157 - King Sabata Dalindyebo,EC157 - King Sabata Dalindyebo,4921,2093,0.42532005689900426,4760,2134,0.44831932773109245
Eastern Cape,Ward 21507016,EC157,EC157 - King Sabata Dalindyebo,EC157 - King Sabata Dalindyebo,5698,2650,0.4650754650754651,5693,2380,0.41805726330581416
Eastern Cape,Ward 21507017,EC157,EC157 - King Sabata Dalindyebo,EC157 - King Sabata Dalindyebo,5146,2415,0.46929654100272056,5196,2313,0.44515011547344113
Eastern Cape,Ward 21507018,EC157,EC157 - King Sabata Dalindyebo,EC157 - King Sabata Dalindyebo,6626,3350,0.5055840627829762,6131,2711,0.4421790898711466
Eastern Cape,Ward 21507019,EC157,EC157 - King Sabata Dalindyebo,EC157 - King Sabata Dalindyebo,6456,2874,0.4451672862453532,6203,2545,0.41028534580041914
Eastern Cape,Ward 21507020,EC157,EC157 - King Sabata Dalindyebo,EC157 - King Sabata Dalindyebo,6190,3065,0.49515347334410337,5944,2561,0.43085464333781964
Eastern Cape,Ward 21507021,EC157,EC157 - King Sabata Dalindyebo,EC157 - King Sabata Dalindyebo,6182,2898,0.4687803299902944,6463,2862,0.4428284078601269
Eastern Cape,Ward 21507022,EC157,EC157 - King Sabata Dalindyebo,EC157 - King Sabata Dalindyebo,5272,2631,0.49905159332321697,4976,2382,0.4786977491961415
Eastern Cape,Ward 21507023,EC157,EC157 - King Sabata Dalindyebo,EC157 - King Sabata Dalindyebo,6506,3334,0.5124500461112819,5986,3178,0.5309054460407617
Eastern Cape,Ward 21507024,EC157,EC157 - King Sabata Dalindyebo,EC157 - King Sabata Dalindyebo,6824,3478,0.5096717467760844,6249,2862,0.45799327892462793
Eastern Cape,Ward 21507025,EC157,EC157 - King Sabata Dalindyebo,EC157 - King Sabata Dalindyebo,5990,2575,0.4298831385642738,6227,2348,0.3770676088003854
Eastern Cape,Ward 21507026,EC157,EC157 - King Sabata Dalindyebo,EC157 - King Sabata Dalindyebo,5437,2787,0.5125988596652565,5906,2724,0.46122587199458176
Eastern Cape,Ward 21507027,EC157,EC157 - King Sabata Dalindyebo,EC157 - King Sabata Dalindyebo,5773,2699,0.4675212194699463,5691,2392,0.420312774556317
Eastern Cape,Ward 21507028,EC157,EC157 - King Sabata Dalindyebo,EC157 - King Sabata Dalindyebo,6278,2971,0.4732398853137942,5924,2437,0.4113774476704929
Eastern Cape,Ward 21507029,EC157,EC157 - King Sabata Dalindyebo,EC157 - King Sabata Dalindyebo,6612,3087,0.4668784029038113,6920,3115,0.45014450867052025
Eastern Cape,Ward 21507030,EC157,EC157 - King Sabata Dalindyebo,EC157 - King Sabata Dalindyebo,6574,2778,0.4225737754791603,5613,1510,0.2690183502583289
Eastern Cape,Ward 21507031,EC157,EC157 - King Sabata Dalindyebo,EC157 - King Sabata Dalindyebo,5585,2826,0.5059982094897045,5014,2267,0.45213402473075387
Eastern Cape,Ward 21507032,EC157,EC157 - King Sabata Dalindyebo,EC157 - King Sabata Dalindyebo,5819,2750,0.4725897920604915,5475,2342,0.42776255707762556
Eastern Cape,Ward 21507033,EC157,EC157 - King Sabata Dalindyebo,EC157 - King Sabata Dalindyebo,5368,2688,0.5007451564828614,5451,2350,0.4311135571454779
Eastern Cape,Ward 21507034,EC157,EC157 - King Sabata Dalindyebo,EC157 - King Sabata Dalindyebo,5978,2818,0.4713951154232185,5835,2470,0.4233076263924593
Eastern Cape,Ward 21507035,EC157,EC157 - King Sabata Dalindyebo,EC157 - King Sabata Dalindyebo,6003,2880,0.47976011994003,6216,2250,0.36196911196911197
Eastern Cape,Ward 21507036,EC157,EC157 - King Sabata Dalindyebo,EC157 - King Sabata Dalindyebo,5392,2759,0.5116839762611276,4772,2073,0.4344090528080469
Eastern Cape,Ward 24401001,EC441,EC441 - Matatiele,EC441 - Matatiele,4492,2220,0.4942119323241318,3493,1577,0.45147437732608076
Eastern Cape,Ward 24401002,EC441,EC441 - Matatiele,EC441 - Matatiele,3734,2100,0.5623995715050883,4560,1848,0.4052631578947368
Eastern Cape,Ward 24401003,EC441,EC441 - Matatiele,EC441 - Matatiele,3716,2394,0.6442411194833154,4122,2355,0.5713245997088792
Eastern Cape,Ward 24401004,EC441,EC441 - Matatiele,EC441 - Matatiele,3886,2292,0.5898095728255275,3740,1994,0.5331550802139038
Eastern Cape,Ward 24401005,EC441,EC441 - Matatiele,EC441 - Matatiele,3541,1999,0.5645297938435471,3129,1663,0.5314797059763503
Eastern Cape,Ward 24401006,EC441,EC441 - Matatiele,EC441 - Matatiele,3804,2347,0.6169821240799159,3535,1821,0.5151343705799152
Eastern Cape,Ward 24401007,EC441,EC441 - Matatiele,EC441 - Matatiele,3711,2147,0.5785502559956885,3174,1698,0.5349716446124764
Eastern Cape,Ward 24401008,EC441,EC441 - Matatiele,EC441 - Matatiele,3905,2285,0.5851472471190781,3784,1906,0.5036997885835095
Eastern Cape,Ward 24401009,EC441,EC441 - Matatiele,EC441 - Matatiele,4302,2244,0.5216178521617852,3220,1576,0.4894409937888199
Eastern Cape,Ward 24401010,EC441,EC441 - Matatiele,EC441 - Matatiele,3990,2441,0.6117794486215539,4173,2363,0.5662592858854542
Eastern Cape,Ward 24401011,EC441,EC441 - Matatiele,EC441 - Matatiele,4032,2350,0.5828373015873016,4070,2175,0.5343980343980343
Eastern Cape,Ward 24401012,EC441,EC441 - Matatiele,EC441 - Matatiele,3813,2307,0.6050354051927616,4423,2312,0.5227221342979878
Eastern Cape,Ward 24401013,EC441,EC441 - Matatiele,EC441 - Matatiele,3296,2144,0.6504854368932039,3248,1896,0.583743842364532
Eastern Cape,Ward 24401014,EC441,EC441 - Matatiele,EC441 - Matatiele,3352,2072,0.6181384248210023,3190,1539,0.4824451410658307
Eastern Cape,Ward 24401015,EC441,EC441 - Matatiele,EC441 - Matatiele,3663,2195,0.5992355992355992,3624,1760,0.4856512141280353
Eastern Cape,Ward 24401016,EC441,EC441 - Matatiele,EC441 - Matatiele,4228,2617,0.618968779564806,3284,1737,0.5289281364190013
Eastern Cape,Ward 24401017,EC441,EC441 - Matatiele,EC441 - Matatiele,3971,2513,0.6328380760513724,3922,2099,0.5351861295257522
Eastern Cape,Ward 24401018,EC441,EC441 - Matatiele,EC441 - Matatiele,3374,2026,0.6004742145820984,3229,1618,0.5010839269123568
Eastern Cape,Ward 24401019,EC441,EC441 - Matatiele,EC441 - Matatiele,3498,1651,0.4719839908519154,3447,1395,0.4046997389033943
Eastern Cape,Ward 24401020,EC441,EC441 - Matatiele,EC441 - Matatiele,3818,2194,0.5746464117338921,4336,1885,0.43473247232472323
Eastern Cape,Ward 24401021,EC441,EC441 - Matatiele,EC441 - Matatiele,3457,2212,0.6398611512872433,3640,2226,0.6115384615384616
Eastern Cape,Ward 24401022,EC441,EC441 - Matatiele,EC441 - Matatiele,3317,1851,0.5580343684051854,3271,1826,0.5582390706206053
Eastern Cape,Ward 24401023,EC441,EC441 - Matatiele,EC441 - Matatiele,3250,1999,0.6150769230769231,3377,1836,0.5436778205507847
Eastern Cape,Ward 24401024,EC441,EC441 - Matatiele,EC441 - Matatiele,3268,2027,0.6202570379436965,3281,1838,0.560195062480951
Eastern Cape,Ward 24401025,EC441,EC441 - Matatiele,EC441 - Matatiele,4240,2598,0.6127358490566037,4228,2358,0.5577105014191107
Eastern Cape,Ward 24401026,EC441,EC441 - Matatiele,EC441 - Matatiele,3877,2600,0.670621614650503,3827,2250,0.5879278808466162
Eastern Cape,Ward 24402001,EC442,EC442 - Umzimvubu,EC442 - Umzimvubu,3939,2443,0.6202081746636202,3943,2177,0.5521176768957646
Eastern Cape,Ward 24402002,EC442,EC442 - Umzimvubu,EC442 - Umzimvubu,3874,2196,0.5668559628291172,3559,1874,0.5265524023602135
Eastern Cape,Ward 24402003,EC442,EC442 - Umzimvubu,EC442 - Umzimvubu,3232,1816,0.5618811881188119,4128,1883,0.4561531007751938
Eastern Cape,Ward 24402004,EC442,EC442 - Umzimvubu,EC442 - Umzimvubu,4058,2497,0.6153277476589453,3664,1894,0.5169213973799127
Eastern Cape,Ward 24402005,EC442,EC442 - Umzimvubu,EC442 - Umzimvubu,3704,2219,0.5990820734341252,3880,2280,0.5876288659793815
Eastern Cape,Ward 24402006,EC442,EC442 - Umzimvubu,EC442 - Umzimvubu,3155,1955,0.6196513470681458,3273,1760,0.5377329666972197
Eastern Cape,Ward 24402007,EC442,EC442 - Umzimvubu,EC442 - Umzimvubu,4860,2632,0.5415637860082304,3525,1728,0.4902127659574468
Eastern Cape,Ward 24402008,EC442,EC442 - Umzimvubu,EC442 - Umzimvubu,3513,2135,0.6077426700825506,3554,1749,0.49212155317951606
Eastern Cape,Ward 24402009,EC442,EC442 - Umzimvubu,EC442 - Umzimvubu,3516,1806,0.5136518771331058,3528,1638,0.4642857142857143
Eastern Cape,Ward 24402010,EC442,EC442 - Umzimvubu,EC442 - Umzimvubu,3847,1972,0.5126072264101897,3635,1776,0.48858321870701515
Eastern Cape,Ward 24402011,EC442,EC442 - Umzimvubu,EC442 - Umzimvubu,4092,2271,0.5549853372434017,3620,1970,0.5441988950276243
Eastern Cape,Ward 24402012,EC442,EC442 - Umzimvubu,EC442 - Umzimvubu,3427,1819,0.5307849430989203,3211,1579,0.49174711927748366
Eastern Cape,Ward 24402013,EC442,EC442 - Umzimvubu,EC442 - Umzimvubu,3577,1880,0.5255800950517193,3678,1789,0.4864056552474171
Eastern Cape,Ward 24402014,EC442,EC442 - Umzimvubu,EC442 - Umzimvubu,3960,2116,0.5343434343434343,3963,1723,0.4347716376482463
Eastern Cape,Ward 24402015,EC442,EC442 - Umzimvubu,EC442 - Umzimvubu,3693,2023,0.5477931221229353,3856,1941,0.5033713692946058
Eastern Cape,Ward 24402016,EC442,EC442 - Umzimvubu,EC442 - Umzimvubu,4158,2081,0.5004810004810005,4280,1561,0.3647196261682243
Eastern Cape,Ward 24402017,EC442,EC442 - Umzimvubu,EC442 - Umzimvubu,3776,1933,0.511917372881356,4159,1690,0.4063476797307045
Eastern Cape,Ward 24402018,EC442,EC442 - Umzimvubu,EC442 - Umzimvubu,4061,1515,0.37306082245752276,4525,1340,0.29613259668508285
Eastern Cape,Ward 24402019,EC442,EC442 - Umzimvubu,EC442 - Umzimvubu,3641,1788,0.4910738808019775,3812,1655,0.43415529905561384
Eastern Cape,Ward 24402020,EC442,EC442 - Umzimvubu,EC442 - Umzimvubu,4117,2104,0.5110517367014816,4364,1946,0.4459211732355637
Eastern Cape,Ward 24402021,EC442,EC442 - Umzimvubu,EC442 - Umzimvubu,4253,2179,0.5123442276040442,4105,1839,0.4479902557856273
Eastern Cape,Ward 24402022,EC442,EC442 - Umzimvubu,EC442 - Umzimvubu,3501,1965,0.5612682090831191,3328,1528,0.45913461538461536
Eastern Cape,Ward 24402023,EC442,EC442 - Umzimvubu,EC442 - Umzimvubu,3970,2233,0.5624685138539043,3789,2129,0.5618896806545263
Eastern Cape,Ward 24402024,EC442,EC442 - Umzimvubu,EC442 - Umzimvubu,4095,2327,0.5682539682539682,3945,1988,0.5039290240811153
Eastern Cape,Ward 24402025,EC442,EC442 - Umzimvubu,EC442 - Umzimvubu,4065,1825,0.4489544895448955,4209,1637,0.38892848657638396
Eastern Cape,Ward 24402026,EC442,EC442 - Umzimvubu,EC442 - Umzimvubu,4033,2627,0.6513761467889908,3974,2158,0.5430296930045294
Eastern Cape,Ward 24402027,EC442,EC442 - Umzimvubu,EC442 - Umzimvubu,3322,1655,0.49819385912101144,4042,1866,0.4616526472043543
Eastern Cape,Ward 24403001,EC443,EC443 - Mbizana,EC443 - Winnie Madikizela-Mandela,4726,1846,0.39060516292848074,4705,1537,0.32667375132837406
Eastern Cape,Ward 24403002,EC443,EC443 - Mbizana,EC443 - Winnie Madikizela-Mandela,3831,2121,0.5536413469068129,3901,1913,0.490387080235837
Eastern Cape,Ward 24403003,EC443,EC443 - Mbizana,EC443 - Winnie Madikizela-Mandela,3700,2094,0.5659459459459459,3662,1796,0.4904423812124522
Eastern Cape,Ward 24403004,EC443,EC443 - Mbizana,EC443 - Winnie Madikizela-Mandela,3751,2251,0.6001066382298054,3915,1978,0.5052362707535122
Eastern Cape,Ward 24403005,EC443,EC443 - Mbizana,EC443 - Winnie Madikizela-Mandela,3603,2093,0.5809048015542604,3607,1885,0.5225949542556141
Eastern Cape,Ward 24403006,EC443,EC443 - Mbizana,EC443 - Winnie Madikizela-Mandela,4813,2515,0.522543112403906,3689,1790,0.4852263486039577
Eastern Cape,Ward 24403007,EC443,EC443 - Mbizana,EC443 - Winnie Madikizela-Mandela,3776,2111,0.5590572033898306,3555,1557,0.4379746835443038
Eastern Cape,Ward 24403008,EC443,EC443 - Mbizana,EC443 - Winnie Madikizela-Mandela,4676,2537,0.5425577416595381,4677,2444,0.5225571947829806
Eastern Cape,Ward 24403009,EC443,EC443 - Mbizana,EC443 - Winnie Madikizela-Mandela,4561,2514,0.5511949133961851,4755,2210,0.4647739221871714
Eastern Cape,Ward 24403010,EC443,EC443 - Mbizana,EC443 - Winnie Madikizela-Mandela,4412,2280,0.5167724388032638,4521,2033,0.44967927449679274
Eastern Cape,Ward 24403011,EC443,EC443 - Mbizana,EC443 - Winnie Madikizela-Mandela,4099,2333,0.5691632105391559,4103,1954,0.4762368998293931
Eastern Cape,Ward 24403012,EC443,EC443 - Mbizana,EC443 - Winnie Madikizela-Mandela,4214,2643,0.6271950640721404,4243,1921,0.4527456987980203
Eastern Cape,Ward 24403013,EC443,EC443 - Mbizana,EC443 - Winnie Madikizela-Mandela,4787,2666,0.5569250052224776,4066,1724,0.42400393507132317
Eastern Cape,Ward 24403014,EC443,EC443 - Mbizana,EC443 - Winnie Madikizela-Mandela,4242,2452,0.5780292314945781,4292,2212,0.5153774464119292
Eastern Cape,Ward 24403015,EC443,EC443 - Mbizana,EC443 - Winnie Madikizela-Mandela,4028,2144,0.5322740814299901,4085,2162,0.5292533659730723
Eastern Cape,Ward 24403016,EC443,EC443 - Mbizana,EC443 - Winnie Madikizela-Mandela,4339,2524,0.581700852731044,4320,1978,0.45787037037037037
Eastern Cape,Ward 24403017,EC443,EC443 - Mbizana,EC443 - Winnie Madikizela-Mandela,4970,2682,0.5396378269617707,3767,1721,0.4568622245818954
Eastern Cape,Ward 24403018,EC443,EC443 - Mbizana,EC443 - Winnie Madikizela-Mandela,4468,2545,0.5696060877350044,4407,2104,0.47742228273201726
Eastern Cape,Ward 24403019,EC443,EC443 - Mbizana,EC443 - Winnie Madikizela-Mandela,4837,2662,0.5503411205292537,4426,2015,0.4552643470402169
Eastern Cape,Ward 24403020,EC443,EC443 - Mbizana,EC443 - Winnie Madikizela-Mandela,4235,2328,0.5497048406139315,4103,1762,0.42944187180112114
Eastern Cape,Ward 24403021,EC443,EC443 - Mbizana,EC443 - Winnie Madikizela-Mandela,3979,2259,0.5677305855742649,3817,1891,0.49541524757663086
Eastern Cape,Ward 24403022,EC443,EC443 - Mbizana,EC443 - Winnie Madikizela-Mandela,4727,2748,0.5813412312248784,3969,1828,0.46056941295036535
Eastern Cape,Ward 24403023,EC443,EC443 - Mbizana,EC443 - Winnie Madikizela-Mandela,4730,2863,0.6052854122621565,4608,2085,0.4524739583333333
Eastern Cape,Ward 24403024,EC443,EC443 - Mbizana,EC443 - Winnie Madikizela-Mandela,4468,2835,0.6345120859444942,4853,1958,0.4034617762208943
Eastern Cape,Ward 24403025,EC443,EC443 - Mbizana,EC443 - Winnie Madikizela-Mandela,4466,2784,0.6233766233766234,4706,2740,0.5822354441138972
Eastern Cape,Ward 24403026,EC443,EC443 - Mbizana,EC443 - Winnie Madikizela-Mandela,3777,2143,0.5673815197246492,3939,2105,0.5343995938055344
Eastern Cape,Ward 24403027,EC443,EC443 - Mbizana,EC443 - Winnie Madikizela-Mandela,3777,2245,0.594387079692878,3953,2069,0.5233999494055148
Eastern Cape,Ward 24403028,EC443,EC443 - Mbizana,EC443 - Winnie Madikizela-Mandela,3868,1974,0.5103412616339194,4110,1921,0.4673965936739659
Eastern Cape,Ward 24403029,EC443,EC443 - Mbizana,EC443 - Winnie Madikizela-Mandela,3476,1833,0.5273302646720368,4077,1767,0.43340691685062543
Eastern Cape,Ward 24403030,EC443,EC443 - Mbizana,EC443 - Winnie Madikizela-Mandela,4213,2452,0.582008070258723,4389,1649,0.37571200729095466
Eastern Cape,Ward 24403031,EC443,EC443 - Mbizana,EC443 - Winnie Madikizela-Mandela,4286,2313,0.5396640223985067,4289,1967,0.4586150617859641
Eastern Cape,Ward 24404001,EC444,EC444 - Ntabankulu,EC444 - Ntabankulu,3361,1963,0.5840523653674502,3351,1868,0.5574455386451805
Eastern Cape,Ward 24404002,EC444,EC444 - Ntabankulu,EC444 - Ntabankulu,3521,1792,0.5089463220675944,3885,1807,0.4651222651222651
Eastern Cape,Ward 24404003,EC444,EC444 - Ntabankulu,EC444 - Ntabankulu,3291,1612,0.4898207231844424,3173,1666,0.5250551528521904
Eastern Cape,Ward 24404004,EC444,EC444 - Ntabankulu,EC444 - Ntabankulu,3295,1964,0.5960546282245827,4012,1925,0.47981056829511465
Eastern Cape,Ward 24404005,EC444,EC444 - Ntabankulu,EC444 - Ntabankulu,4247,2476,0.5829997645396751,3611,1825,0.5054001661589588
Eastern Cape,Ward 24404006,EC444,EC444 - Ntabankulu,EC444 - Ntabankulu,4099,1938,0.47279824347401805,3130,1636,0.5226837060702876
Eastern Cape,Ward 24404007,EC444,EC444 - Ntabankulu,EC444 - Ntabankulu,4126,2242,0.5433834222006786,3452,1639,0.47479721900347627
Eastern Cape,Ward 24404008,EC444,EC444 - Ntabankulu,EC444 - Ntabankulu,4458,2309,0.5179452669358456,3624,1608,0.44370860927152317
Eastern Cape,Ward 24404009,EC444,EC444 - Ntabankulu,EC444 - Ntabankulu,4108,2391,0.582035053554041,2690,966,0.3591078066914498
Eastern Cape,Ward 24404010,EC444,EC444 - Ntabankulu,EC444 - Ntabankulu,3692,1789,0.48456121343445285,3831,1650,0.4306969459671104
Eastern Cape,Ward 24404011,EC444,EC444 - Ntabankulu,EC444 - Ntabankulu,3497,1806,0.5164426651415499,3617,1767,0.4885264030964888
Eastern Cape,Ward 24404012,EC444,EC444 - Ntabankulu,EC444 - Ntabankulu,3451,1878,0.544190089829035,3624,1788,0.49337748344370863
Eastern Cape,Ward 24404013,EC444,EC444 - Ntabankulu,EC444 - Ntabankulu,4162,2168,0.5209034118212398,3843,1693,0.44054124381993237
Eastern Cape,Ward 24404014,EC444,EC444 - Ntabankulu,EC444 - Ntabankulu,3259,1976,0.60632095734888,3505,1759,0.5018544935805992
Eastern Cape,Ward 24404015,EC444,EC444 - Ntabankulu,EC444 - Ntabankulu,3923,2187,0.5574815192454754,3522,1756,0.498580352072686
Eastern Cape,Ward 24404016,EC444,EC444 - Ntabankulu,EC444 - Ntabankulu,3432,1615,0.47057109557109555,3195,1926,0.6028169014084507
Eastern Cape,Ward 24404017,EC444,EC444 - Ntabankulu,EC444 - Ntabankulu,4215,2386,0.566073546856465,3653,1718,0.4702983848891322
Eastern Cape,Ward 29300001,NMA,NMA - Nelson Mandela Bay,NMA - Nelson Mandela Bay,13237,8732,0.6596660874820579,12638,5505,0.4355910745371103
Eastern Cape,Ward 29300002,NMA,NMA - Nelson Mandela Bay,NMA - Nelson Mandela Bay,9828,7240,0.7366707366707367,9982,4871,0.4879783610498898
Eastern Cape,Ward 29300003,NMA,NMA - Nelson Mandela Bay,NMA - Nelson Mandela Bay,11834,8861,0.7487747169173568,11467,6656,0.58044824278364
Eastern Cape,Ward 29300004,NMA,NMA - Nelson Mandela Bay,NMA - Nelson Mandela Bay,11538,6044,0.5238342867048015,11127,4170,0.3747640873550822
Eastern Cape,Ward 29300005,NMA,NMA - Nelson Mandela Bay,NMA - Nelson Mandela Bay,10169,5677,0.5582653161569476,9982,3569,0.35754357844119417
Eastern Cape,Ward 29300006,NMA,NMA - Nelson Mandela Bay,NMA - Nelson Mandela Bay,11971,9524,0.7955893409071924,9950,5992,0.6022110552763819
Eastern Cape,Ward 29300007,NMA,NMA - Nelson Mandela Bay,NMA - Nelson Mandela Bay,12920,9636,0.7458204334365325,11121,6550,0.5889758115277403
Eastern Cape,Ward 29300008,NMA,NMA - Nelson Mandela Bay,NMA - Nelson Mandela Bay,11498,9051,0.787180379196382,12046,6970,0.5786153079860534
Eastern Cape,Ward 29300009,NMA,NMA - Nelson Mandela Bay,NMA - Nelson Mandela Bay,10641,8476,0.796541678413683,10647,6410,0.6020475251244481
