Province,Ward,MunicipalityCode,Municipality_2016,Municipality_2021,RegisteredVoters_2016,VotesCast_2016,Turnout_2016,RegisteredVoters_2021,VotesCast_2021,Turnout_2021
Limpopo,Ward 93404025,LIM344,LIM344 - Makhado,LIM344 - Makhado,4939,2519,0.5100222717149221,4938,2025,0.41008505467800727
Limpopo,Ward 93404026,LIM344,LIM344 - Makhado,LIM344 - Makhado,4904,2684,0.5473083197389886,4782,2073,0.43350062735257217
Limpopo,Ward 93404027,LIM344,LIM344 - Makhado,LIM344 - Makhado,5266,2247,0.4266995822255982,4817,1775,0.3684866099231887
Limpopo,Ward 93404028,LIM344,LIM344 - Makhado,LIM344 - Makhado,5639,3051,0.5410533782585565,4620,2197,0.47554112554112554
Limpopo,Ward 93404029,LIM344,LIM344 - Makhado,LIM344 - Makhado,4395,2108,0.4796359499431172,4985,1955,0.3921765295887663
Limpopo,Ward 93404030,LIM344,LIM344 - Makhado,LIM344 - Makhado,5268,2373,0.45045558086560367,5033,1996,0.39658255513610174
Limpopo,Ward 93404031,LIM344,LIM344 - Makhado,LIM344 - Makhado,4831,2451,0.5073483750776236,4632,2465,0.532167530224525
Limpopo,Ward 93404032,LIM344,LIM344 - Makhado,LIM344 - Makhado,5227,2095,0.4008035201836618,4692,1544,0.3290707587382779
Limpopo,Ward 93404033,LIM344,LIM344 - Makhado,LIM344 - Makhado,4508,1887,0.4185891748003549,5537,2259,0.40798266209138523
Limpopo,Ward 93404034,LIM344,LIM344 - Makhado,LIM344 - Makhado,5283,2134,0.4039371569184176,5354,1968,0.36757564437803514
Limpopo,Ward 93404035,LIM344,LIM344 - Makhado,LIM344 - Makhado,4251,1865,0.4387203011056222,4279,1639,0.38303341902313626
Limpopo,Ward 93404036,LIM344,LIM344 - Makhado,LIM344 - Makhado,5227,1896,0.36273196862444995,5082,1903,0.37445887445887444
Limpopo,Ward 93404037,LIM344,LIM344 - Makhado,LIM344 - Makhado,4463,1991,0.4461124803943536,4004,1809,0.4517982017982018
Limpopo,Ward 93404038,LIM344,LIM344 - Makhado,LIM344 - Makhado,5492,2598,0.4730517115804807,5231,2019,0.38596826610590707
Limpopo,Ward 93405001,LIM345,LIM345 - New Municipality,LIM345 - Collins Chabane,4766,2429,0.509651699538397,4566,2077,0.4548839246605344
Limpopo,Ward 93405002,LIM345,LIM345 - New Municipality,LIM345 - Collins Chabane,4223,487,0.11532086194648354,4716,2292,0.4860050890585242
Limpopo,Ward 93405003,LIM345,LIM345 - New Municipality,LIM345 - Collins Chabane,4781,2381,0.4980129679983267,4302,1609,0.3740120874012087
Limpopo,Ward 93405004,LIM345,LIM345 - New Municipality,LIM345 - Collins Chabane,3559,1718,0.4827198651306547,3986,1947,0.4884596086302057
Limpopo,Ward 93405005,LIM345,LIM345 - New Municipality,LIM345 - Collins Chabane,4540,2412,0.5312775330396475,4173,1798,0.43086508507069254
Limpopo,Ward 93405006,LIM345,LIM345 - New Municipality,LIM345 - Collins Chabane,3910,1617,0.41355498721227624,4111,1945,0.47312089515932865
Limpopo,Ward 93405009,LIM345,LIM345 - New Municipality,LIM345 - Collins Chabane,3508,699,0.19925883694412772,4574,2225,0.4864451246174027
Limpopo,Ward 93405010,LIM345,LIM345 - New Municipality,LIM345 - Collins Chabane,4145,2036,0.4911942098914355,4184,1797,0.42949330783938816
Limpopo,Ward 93405011,LIM345,LIM345 - New Municipality,LIM345 - Collins Chabane,3893,906,0.23272540457230928,4486,2744,0.6116807846633973
Limpopo,Ward 93405012,LIM345,LIM345 - New Municipality,LIM345 - Collins Chabane,3599,672,0.18671853292581272,3890,1678,0.43136246786632393
Limpopo,Ward 93405015,LIM345,LIM345 - New Municipality,LIM345 - Collins Chabane,4075,2192,0.5379141104294478,4524,2183,0.48253757736516356
Limpopo,Ward 93405016,LIM345,LIM345 - New Municipality,LIM345 - Collins Chabane,4406,2591,0.5880617339990921,5232,2604,0.49770642201834864
Limpopo,Ward 93405017,LIM345,LIM345 - New Municipality,LIM345 - Collins Chabane,4989,2928,0.5868911605532171,4375,1993,0.45554285714285714
Limpopo,Ward 93405018,LIM345,LIM345 - New Municipality,LIM345 - Collins Chabane,4849,2258,0.46566302330377396,3972,1821,0.45845921450151056
Limpopo,Ward 93405019,LIM345,LIM345 - New Municipality,LIM345 - Collins Chabane,3385,1336,0.3946824224519941,4844,2895,0.597646573080099
Limpopo,Ward 93405020,LIM345,LIM345 - New Municipality,LIM345 - Collins Chabane,4392,2361,0.537568306010929,5028,2457,0.4886634844868735
Limpopo,Ward 93405021,LIM345,LIM345 - New Municipality,LIM345 - Collins Chabane,4844,2933,0.6054913294797688,3938,1928,0.489588623666836
Limpopo,Ward 93405022,LIM345,LIM345 - New Municipality,LIM345 - Collins Chabane,4504,2602,0.577708703374778,4777,2206,0.46179610634289303
Limpopo,Ward 93405023,LIM345,LIM345 - New Municipality,LIM345 - Collins Chabane,4858,2922,0.601482091395636,5022,2528,0.5033851055356432
Limpopo,Ward 93405024,LIM345,LIM345 - New Municipality,LIM345 - Collins Chabane,5265,3133,0.5950617283950618,4297,1993,0.46381196183383755
Limpopo,Ward 93405025,LIM345,LIM345 - New Municipality,LIM345 - Collins Chabane,4102,2338,0.5699658703071673,4841,2364,0.4883288576740343
Limpopo,Ward 93405026,LIM345,LIM345 - New Municipality,LIM345 - Collins Chabane,5017,2752,0.5485349810643811,5283,2175,0.41169789892106756
Limpopo,Ward 93405027,LIM345,LIM345 - New Municipality,LIM345 - Collins Chabane,4879,2430,0.49805287968846074,4827,2195,0.4547337891029625
Limpopo,Ward 93405028,LIM345,LIM345 - New Municipality,LIM345 - Collins Chabane,5080,2912,0.573228346456693,5040,2317,0.4597222222222222
Limpopo,Ward 93405029,LIM345,LIM345 - New Municipality,LIM345 - Collins Chabane,4870,2606,0.5351129363449691,4121,1823,0.4423683571948556
Limpopo,Ward 93405030,LIM345,LIM345 - New Municipality,LIM345 - Collins Chabane,4682,2287,0.48846646732165744,4806,2357,0.4904286308780691
Limpopo,Ward 93405031,LIM345,LIM345 - New Municipality,LIM345 - Collins Chabane,4701,2547,0.541799617102744,4318,1904,0.4409448818897638
Limpopo,Ward 93405032,LIM345,LIM345 - New Municipality,LIM345 - Collins Chabane,5319,2891,0.5435232186501222,4074,2063,0.5063819342169857
Limpopo,Ward 93405033,LIM345,LIM345 - New Municipality,LIM345 - Collins Chabane,4978,2727,0.5478103656086781,4436,2388,0.5383228133453561
Limpopo,Ward 93405034,LIM345,LIM345 - New Municipality,LIM345 - Collins Chabane,4167,2325,0.5579553635709144,5055,2366,0.46805143422354106
Limpopo,Ward 93405035,LIM345,LIM345 - New Municipality,LIM345 - Collins Chabane,4322,2410,0.5576122165664045,4790,2176,0.4542797494780793
Limpopo,Ward 93405036,LIM345,LIM345 - New Municipality,LIM345 - Collins Chabane,4027,2363,0.5867891730816985,4025,1841,0.4573913043478261
Limpopo,Ward 93501001,LIM351,LIM351 - Blouberg,LIM351 - Blouberg,3582,1817,0.5072585147962032,3454,1564,0.4528083381586566
Limpopo,Ward 93501002,LIM351,LIM351 - Blouberg,LIM351 - Blouberg,3551,1741,0.4902844269219938,3386,1449,0.42793857058476076
Limpopo,Ward 93501003,LIM351,LIM351 - Blouberg,LIM351 - Blouberg,3760,1695,0.4507978723404255,3650,1480,0.4054794520547945
Limpopo,Ward 93501004,LIM351,LIM351 - Blouberg,LIM351 - Blouberg,3385,1621,0.478877400295421,3339,1542,0.4618149146451033
Limpopo,Ward 93501005,LIM351,LIM351 - Blouberg,LIM351 - Blouberg,4404,2536,0.5758401453224341,4174,1887,0.45208433157642547
Limpopo,Ward 93501006,LIM351,LIM351 - Blouberg,LIM351 - Blouberg,3467,1862,0.5370637438707817,3358,1389,0.41363907087552115
Limpopo,Ward 93501007,LIM351,LIM351 - Blouberg,LIM351 - Blouberg,3922,1915,0.4882712901580826,3837,1779,0.46364347146207974
Limpopo,Ward 93501008,LIM351,LIM351 - Blouberg,LIM351 - Blouberg,3802,1729,0.45476065228826934,4304,1625,0.3775557620817844
Limpopo,Ward 93501009,LIM351,LIM351 - Blouberg,LIM351 - Blouberg,4294,1986,0.46250582207731716,4070,1754,0.43095823095823094
Limpopo,Ward 93501010,LIM351,LIM351 - Blouberg,LIM351 - Blouberg,3841,1912,0.4977870346263994,3880,1734,0.4469072164948454
Limpopo,Ward 93501011,LIM351,LIM351 - Blouberg,LIM351 - Blouberg,3749,1778,0.4742598026140304,4021,2058,0.5118129818453121
Limpopo,Ward 93501012,LIM351,LIM351 - Blouberg,LIM351 - Blouberg,3939,2036,0.5168824574765168,3843,1793,0.46656258131667966
Limpopo,Ward 93501013,LIM351,LIM351 - Blouberg,LIM351 - Blouberg,3374,1913,0.5669828097213989,3212,1586,0.4937733499377335
Limpopo,Ward 93501014,LIM351,LIM351 - Blouberg,LIM351 - Blouberg,4148,2064,0.49758919961427195,3840,1649,0.42942708333333335
Limpopo,Ward 93501015,LIM351,LIM351 - Blouberg,LIM351 - Blouberg,3621,1874,0.5175365921016294,3527,1825,0.517436915225404
Limpopo,Ward 93501016,LIM351,LIM351 - Blouberg,LIM351 - Blouberg,4415,2494,0.5648924122310306,4470,2371,0.5304250559284116
Limpopo,Ward 93501017,LIM351,LIM351 - Blouberg,LIM351 - Blouberg,3724,2042,0.5483351235230934,3584,1790,0.4994419642857143
Limpopo,Ward 93501018,LIM351,LIM351 - Blouberg,LIM351 - Blouberg,4367,2170,0.49690863292878407,4347,1808,0.4159190246146768
Limpopo,Ward 93501019,LIM351,LIM351 - Blouberg,LIM351 - Blouberg,4452,2176,0.4887690925426775,4449,1614,0.36277815239379635
Limpopo,Ward 93501020,LIM351,LIM351 - Blouberg,LIM351 - Blouberg,3675,1976,0.5376870748299319,3850,1869,0.48545454545454547
Limpopo,Ward 93501021,LIM351,LIM351 - Blouberg,LIM351 - Blouberg,3377,1774,0.5253183298785905,3123,1350,0.4322766570605187
Limpopo,Ward 93501022,LIM351,LIM351 - Blouberg,LIM351 - Blouberg,3478,1644,0.47268545140885565,3217,1284,0.39912962387317374
Limpopo,Ward 93503001,LIM353,LIM353 - Molemole,LIM353 - Molemole,3199,1706,0.533291653641763,4348,1979,0.45515179392824284
Limpopo,Ward 93503002,LIM353,LIM353 - Molemole,LIM353 - Molemole,4321,2473,0.5723212219393659,3700,1934,0.5227027027027027
Limpopo,Ward 93503003,LIM353,LIM353 - Molemole,LIM353 - Molemole,3261,1631,0.5001533272002453,3744,1785,0.47676282051282054
Limpopo,Ward 93503004,LIM353,LIM353 - Molemole,LIM353 - Molemole,3371,1740,0.5161673094037378,3299,1417,0.4295240982115793
Limpopo,Ward 93503005,LIM353,LIM353 - Molemole,LIM353 - Molemole,3547,1893,0.5336904426275726,3587,1737,0.484248675773627
Limpopo,Ward 93503006,LIM353,LIM353 - Molemole,LIM353 - Molemole,3739,1922,0.5140411874832843,3563,1427,0.4005051922537188
Limpopo,Ward 93503007,LIM353,LIM353 - Molemole,LIM353 - Molemole,4186,2391,0.5711896798853321,4459,2282,0.5117739403453689
Limpopo,Ward 93503008,LIM353,LIM353 - Molemole,LIM353 - Molemole,3776,1949,0.5161546610169492,3729,1827,0.4899436846339501
Limpopo,Ward 93503009,LIM353,LIM353 - Molemole,LIM353 - Molemole,3746,2131,0.5688734650293646,4033,2004,0.49690057029506574
Limpopo,Ward 93503010,LIM353,LIM353 - Molemole,LIM353 - Molemole,3836,1915,0.4992179353493222,3673,1580,0.430166076776477
Limpopo,Ward 93503011,LIM353,LIM353 - Molemole,LIM353 - Molemole,3597,1765,0.4906866833472338,3161,1328,0.4201202151217969
Limpopo,Ward 93503012,LIM353,LIM353 - Molemole,LIM353 - Molemole,3553,1803,0.5074584857866592,3668,1948,0.5310796074154853
Limpopo,Ward 93503013,LIM353,LIM353 - Molemole,LIM353 - Molemole,3335,1642,0.49235382308845577,3456,1547,0.4476273148148148
Limpopo,Ward 93503014,LIM353,LIM353 - Molemole,LIM353 - Molemole,3752,1765,0.47041577825159914,3588,1501,0.41833890746934227
Limpopo,Ward 93503015,LIM353,LIM353 - Molemole,LIM353 - Molemole,4059,1972,0.4858339492485834,4019,1660,0.4130380691714357
Limpopo,Ward 93503016,LIM353,LIM353 - Molemole,LIM353 - Molemole,3774,1890,0.5007949125596184,3521,1582,0.44930417495029823
Limpopo,Ward 93504001,LIM354,LIM354 - Polokwane,LIM354 - Polokwane,7463,3649,0.4889454642904998,6724,3186,0.4738251041046996
Limpopo,Ward 93504002,LIM354,LIM354 - Polokwane,LIM354 - Polokwane,6315,3105,0.4916864608076009,7433,3392,0.45634333378178393
Limpopo,Ward 93504003,LIM354,LIM354 - Polokwane,LIM354 - Polokwane,6448,3214,0.49844913151364767,6421,2674,0.41644603644292166
Limpopo,Ward 93504004,LIM354,LIM354 - Polokwane,LIM354 - Polokwane,6564,3323,0.5062461913467398,6388,3049,0.47730118973074515
Limpopo,Ward 93504005,LIM354,LIM354 - Polokwane,LIM354 - Polokwane,7645,3639,0.47599738391105295,7022,2879,0.4099971518086015
Limpopo,Ward 93504006,LIM354,LIM354 - Polokwane,LIM354 - Polokwane,6337,3088,0.48729682815212244,6626,2993,0.45170540295804407
Limpopo,Ward 93504007,LIM354,LIM354 - Polokwane,LIM354 - Polokwane,6270,3019,0.48149920255183415,6159,2756,0.4474752394869297
Limpopo,Ward 93504008,LIM354,LIM354 - Polokwane,LIM354 - Polokwane,8399,4644,0.5529229670198833,8961,3414,0.38098426514897893
Limpopo,Ward 93504009,LIM354,LIM354 - Polokwane,LIM354 - Polokwane,7379,3926,0.5320504133351402,8302,3814,0.4594073717176584
Limpopo,Ward 93504010,LIM354,LIM354 - Polokwane,LIM354 - Polokwane,7893,4386,0.5556822500950209,6666,3014,0.4521452145214521
Limpopo,Ward 93504011,LIM354,LIM354 - Polokwane,LIM354 - Polokwane,7005,3753,0.5357601713062099,7117,3207,0.45061121258957426
Limpopo,Ward 93504012,LIM354,LIM354 - Polokwane,LIM354 - Polokwane,5659,2776,0.49054603286799786,6002,2371,0.39503498833722095
Limpopo,Ward 93504013,LIM354,LIM354 - Polokwane,LIM354 - Polokwane,6933,4002,0.5772392903504976,8525,4211,0.4939589442815249
Limpopo,Ward 93504014,LIM354,LIM354 - Polokwane,LIM354 - Polokwane,7761,4430,0.5708027316067517,8523,4015,0.4710782588290508
Limpopo,Ward 93504015,LIM354,LIM354 - Polokwane,LIM354 - Polokwane,7365,4114,0.5585879158180583,7021,2950,0.42016806722689076
Limpopo,Ward 93504016,LIM354,LIM354 - Polokwane,LIM354 - Polokwane,7848,4565,0.5816768603465852,8242,3884,0.4712448434845911
Limpopo,Ward 93504017,LIM354,LIM354 - Polokwane,LIM354 - Polokwane,6339,3272,0.5161697428616501,7472,3497,0.46801391862955033
Limpopo,Ward 93504018,LIM354,LIM354 - Polokwane,LIM354 - Polokwane,7628,3850,0.504719454640797,7698,3494,0.45388412574694725
Limpopo,Ward 93504019,LIM354,LIM354 - Polokwane,LIM354 - Polokwane,6684,3425,0.5124177139437462,6640,2680,0.4036144578313253
Limpopo,Ward 93504020,LIM354,LIM354 - Polokwane,LIM354 - Polokwane,6373,3743,0.5873215126314137,6705,2885,0.43027591349739003
Limpopo,Ward 93504021,LIM354,LIM354 - Polokwane,LIM354 - Polokwane,6372,3954,0.620527306967985,7306,3922,0.5368190528332877
Limpopo,Ward 93504022,LIM354,LIM354 - Polokwane,LIM354 - Polokwane,7112,4134,0.5812710911136107,7488,3530,0.47142094017094016
Limpopo,Ward 93504023,LIM354,LIM354 - Polokwane,LIM354 - Polokwane,7710,4831,0.6265888456549935,8254,3617,0.43821177610855344
Limpopo,Ward 93504024,LIM354,LIM354 - Polokwane,LIM354 - Polokwane,7012,4142,0.5907016543069025,6634,2981,0.4493518239372927
Limpopo,Ward 93504025,LIM354,LIM354 - Polokwane,LIM354 - Polokwane,7825,3883,0.49623003194888177,8229,3323,0.4038157734840199
Limpopo,Ward 93504026,LIM354,LIM354 - Polokwane,LIM354 - Polokwane,7723,2295,0.2971643143856014,7603,1280,0.1683545968696567
Limpopo,Ward 93504027,LIM354,LIM354 - Polokwane,LIM354 - Polokwane,7282,3569,0.4901126064268058,8418,3566,0.423616060822048
Limpopo,Ward 93504028,LIM354,LIM354 - Polokwane,LIM354 - Polokwane,6600,3384,0.5127272727272727,6683,2858,0.4276522519826425
Limpopo,Ward 93504029,LIM354,LIM354 - Polokwane,LIM354 - Polokwane,5933,2840,0.47867857744817127,6432,2950,0.45864427860696516
Limpopo,Ward 93504030,LIM354,LIM354 - Polokwane,LIM354 - Polokwane,7036,3365,0.4782546901648664,6766,3091,0.4568430387230269
Limpopo,Ward 93504031,LIM354,LIM354 - Polokwane,LIM354 - Polokwane,6610,3375,0.510590015128593,6656,2858,0.4293870192307692
Limpopo,Ward 93504032,LIM354,LIM354 - Polokwane,LIM354 - Polokwane,6950,3907,0.562158273381295,7010,3358,0.47902995720399427
Limpopo,Ward 93504033,LIM354,LIM354 - Polokwane,LIM354 - Polokwane,6075,3119,0.5134156378600823,6443,2781,0.4316312276889648
Limpopo,Ward 93504034,LIM354,LIM354 - Polokwane,LIM354 - Polokwane,7069,3351,0.4740415900410242,6983,3046,0.43620220535586424
Limpopo,Ward 93504035,LIM354,LIM354 - Polokwane,LIM354 - Polokwane,7577,3698,0.48805595882275304,7444,3393,0.4558033315421816
Limpopo,Ward 93504036,LIM354,LIM354 - Polokwane,LIM354 - Polokwane,6388,3485,0.545554164057608,8110,3767,0.4644882860665845
Limpopo,Ward 93504037,LIM354,LIM354 - Polokwane,LIM354 - Polokwane,6463,3411,0.5277734798081386,6873,3134,0.45598719627528006
Limpopo,Ward 93504038,LIM354,LIM354 - Polokwane,LIM354 - Polokwane,6210,3525,0.5676328502415459,6262,2914,0.46534653465346537
Limpopo,Ward 93504039,LIM354,LIM354 - Polokwane,LIM354 - Polokwane,7079,3603,0.5089701935301596,6914,2583,0.3735898177610645
Limpopo,Ward 93504040,LIM354,LIM354 - Polokwane,LIM354 - Polokwane,7896,3704,0.4690982776089159,7827,3389,0.43298837357863806
Limpopo,Ward 93504041,LIM354,LIM354 - Polokwane,LIM354 - Polokwane,7538,3620,0.48023348368267443,7938,3125,0.3936759889140842
Limpopo,Ward 93504042,LIM354,LIM354 - Polokwane,LIM354 - Polokwane,7851,3922,0.4995541969175901,7590,3029,0.39907773386034257
Limpopo,Ward 93504043,LIM354,LIM354 - Polokwane,LIM354 - Polokwane,7831,3572,0.45613587025922614,7235,2865,0.39599170697995856
Limpopo,Ward 93504044,LIM354,LIM354 - Polokwane,LIM354 - Polokwane,7896,4039,0.5115248226950354,7577,3370,0.4447670582024548
Limpopo,Ward 93504045,LIM354,LIM354 - Polokwane,LIM354 - Polokwane,7742,3678,0.4750710410746577,7295,2839,0.38917066483893076
Limpopo,Ward 93505001,LIM355,LIM355 - Lepele-Nkumpi,LIM355 - Lepele-Nkumpi,3967,1796,0.45273506428031257,4119,1722,0.4180626365622724
Limpopo,Ward 93505002,LIM355,LIM355 - Lepele-Nkumpi,LIM355 - Lepele-Nkumpi,3974,1931,0.4859084046300956,3854,1467,0.38064348728593667
Limpopo,Ward 93505003,LIM355,LIM355 - Lepele-Nkumpi,LIM355 - Lepele-Nkumpi,2995,1426,0.47612687813021703,2999,1330,0.4434811603867956
Limpopo,Ward 93505004,LIM355,LIM355 - Lepele-Nkumpi,LIM355 - Lepele-Nkumpi,3169,1612,0.5086778163458504,3207,1317,0.4106641721234799
Limpopo,Ward 93505005,LIM355,LIM355 - Lepele-Nkumpi,LIM355 - Lepele-Nkumpi,3365,1584,0.47072808320950965,3189,1378,0.4321103794292882
Limpopo,Ward 93505006,LIM355,LIM355 - Lepele-Nkumpi,LIM355 - Lepele-Nkumpi,3453,1718,0.4975383724297712,3419,1438,0.4205908160280784
Limpopo,Ward 93505007,LIM355,LIM355 - Lepele-Nkumpi,LIM355 - Lepele-Nkumpi,3627,2015,0.5555555555555556,3826,1555,0.40642969158389963
Limpopo,Ward 93505008,LIM355,LIM355 - Lepele-Nkumpi,LIM355 - Lepele-Nkumpi,3599,1683,0.46762989719366493,3860,1595,0.41321243523316065
Limpopo,Ward 93505009,LIM355,LIM355 - Lepele-Nkumpi,LIM355 - Lepele-Nkumpi,3005,1318,0.43860232945091515,3111,1191,0.3828351012536162
Limpopo,Ward 93505010,LIM355,LIM355 - Lepele-Nkumpi,LIM355 - Lepele-Nkumpi,3065,1413,0.46101141924959216,3824,1426,0.372907949790795
Limpopo,Ward 93505011,LIM355,LIM355 - Lepele-Nkumpi,LIM355 - Lepele-Nkumpi,3403,1598,0.4695856597120188,3030,1188,0.3920792079207921
Limpopo,Ward 93505012,LIM355,LIM355 - Lepele-Nkumpi,LIM355 - Lepele-Nkumpi,3082,1498,0.48604802076573655,3453,1487,0.4306400231682595
Limpopo,Ward 93505013,LIM355,LIM355 - Lepele-Nkumpi,LIM355 - Lepele-Nkumpi,3610,2158,0.5977839335180055,4561,2095,0.45932909449682086
Limpopo,Ward 93505014,LIM355,LIM355 - Lepele-Nkumpi,LIM355 - Lepele-Nkumpi,4322,1945,0.45002313743637207,3360,1453,0.4324404761904762
Limpopo,Ward 93505015,LIM355,LIM355 - Lepele-Nkumpi,LIM355 - Lepele-Nkumpi,4049,2221,0.5485305013583601,4416,1841,0.416893115942029
Limpopo,Ward 93505016,LIM355,LIM355 - Lepele-Nkumpi,LIM355 - Lepele-Nkumpi,3026,1506,0.4976867151354924,3006,1193,0.39687292082501663
Limpopo,Ward 93505017,LIM355,LIM355 - Lepele-Nkumpi,LIM355 - Lepele-Nkumpi,4016,2100,0.5229083665338645,3200,1393,0.4353125
Limpopo,Ward 93505018,LIM355,LIM355 - Lepele-Nkumpi,LIM355 - Lepele-Nkumpi,2922,1390,0.4757015742642026,4046,1784,0.44092931290163123
Limpopo,Ward 93505019,LIM355,LIM355 - Lepele-Nkumpi,LIM355 - Lepele-Nkumpi,3701,1842,0.4977033234261011,3936,1797,0.4565548780487805
Limpopo,Ward 93505020,LIM355,LIM355 - Lepele-Nkumpi,LIM355 - Lepele-Nkumpi,3717,1745,0.4694646220069949,3810,1489,0.39081364829396326
Limpopo,Ward 93505021,LIM355,LIM355 - Lepele-Nkumpi,LIM355 - Lepele-Nkumpi,3559,1300,0.36527114357965723,3429,1312,0.3826188393117527
Limpopo,Ward 93505022,LIM355,LIM355 - Lepele-Nkumpi,LIM355 - Lepele-Nkumpi,4036,1796,0.4449950445986125,3423,1291,0.3771545427987146
Limpopo,Ward 93505023,LIM355,LIM355 - Lepele-Nkumpi,LIM355 - Lepele-Nkumpi,2994,1284,0.4288577154308617,3622,1324,0.36554389839867474
Limpopo,Ward 93505024,LIM355,LIM355 - Lepele-Nkumpi,LIM355 - Lepele-Nkumpi,3120,1569,0.5028846153846154,3278,1322,0.40329469188529593
Limpopo,Ward 93505025,LIM355,LIM355 - Lepele-Nkumpi,LIM355 - Lepele-Nkumpi,3569,1814,0.508265620622023,3677,1745,0.47457166168071796
Limpopo,Ward 93505026,LIM355,LIM355 - Lepele-Nkumpi,LIM355 - Lepele-Nkumpi,4018,2065,0.5139372822299652,4092,1797,0.43914956011730205
Limpopo,Ward 93505027,LIM355,LIM355 - Lepele-Nkumpi,LIM355 - Lepele-Nkumpi,3905,1949,0.4991037131882202,4111,1988,0.483580637314522
Limpopo,Ward 93505028,LIM355,LIM355 - Lepele-Nkumpi,LIM355 - Lepele-Nkumpi,3403,1887,0.5545107258301498,3703,2103,0.5679179044018363
Limpopo,Ward 93505029,LIM355,LIM355 - Lepele-Nkumpi,LIM355 - Lepele-Nkumpi,3704,2314,0.6247300215982722,3814,2384,0.6250655479811221
Limpopo,Ward 93505030,LIM355,LIM355 - Lepele-Nkumpi,LIM355 - Lepele-Nkumpi,3379,1781,0.5270790174607872,3363,1599,0.47546833184656556
Limpopo,Ward 93601001,LIM361,LIM361 - Thabazimbi,LIM361 - Thabazimbi,2999,1586,0.5288429476492164,3370,1588,0.4712166172106825
Limpopo,Ward 93601002,LIM361,LIM361 - Thabazimbi,LIM361 - Thabazimbi,4190,2925,0.698090692124105,3426,1918,0.5598365440747227
Limpopo,Ward 93601003,LIM361,LIM361 - Thabazimbi,LIM361 - Thabazimbi,6413,2989,0.46608451582722593,3608,1065,0.29517738359201773
Limpopo,Ward 93601004,LIM361,LIM361 - Thabazimbi,LIM361 - Thabazimbi,3370,1739,0.5160237388724036,4066,2188,0.5381210034431874
Limpopo,Ward 93601005,LIM361,LIM361 - Thabazimbi,LIM361 - Thabazimbi,2845,1172,0.41195079086115993,5049,2061,0.40819964349376114
Limpopo,Ward 93601006,LIM361,LIM361 - Thabazimbi,LIM361 - Thabazimbi,2741,1152,0.4202845676760306,2748,998,0.36317321688500726
Limpopo,Ward 93601007,LIM361,LIM361 - Thabazimbi,LIM361 - Thabazimbi,4124,1855,0.4498060135790495,3547,1125,0.31716943896250355
Limpopo,Ward 93601008,LIM361,LIM361 - Thabazimbi,LIM361 - Thabazimbi,3441,1740,0.5056669572798606,5384,1905,0.3538261515601783
Limpopo,Ward 93601009,LIM361,LIM361 - Thabazimbi,LIM361 - Thabazimbi,3957,2230,0.5635582512004044,4261,1928,0.4524759446139404
Limpopo,Ward 93601010,LIM361,LIM361 - Thabazimbi,LIM361 - Thabazimbi,4126,2069,0.5014541929229278,3365,1330,0.3952451708766716
Limpopo,Ward 93601011,LIM361,LIM361 - Thabazimbi,LIM361 - Thabazimbi,2667,1127,0.4225721784776903,2485,759,0.30543259557344066
Limpopo,Ward 93601012,LIM361,LIM361 - Thabazimbi,LIM361 - Thabazimbi,4336,2336,0.5387453874538746,4379,2082,0.4754510162137474
Limpopo,Ward 93602001,LIM362,LIM362 - Lephalale,LIM362 - Lephalale,6487,2717,0.4188376753507014,4170,1265,0.30335731414868106
Limpopo,Ward 93602002,LIM362,LIM362 - Lephalale,LIM362 - Lephalale,6592,2117,0.32114684466019416,4637,1251,0.2697864998921717
Limpopo,Ward 93602003,LIM362,LIM362 - Lephalale,LIM362 - Lephalale,4072,2338,0.5741650294695482,5110,1805,0.3532289628180039
Limpopo,Ward 93602004,LIM362,LIM362 - Lephalale,LIM362 - Lephalale,3803,1737,0.4567446752563765,5406,2020,0.3736588975212727
Limpopo,Ward 93602005,LIM362,LIM362 - Lephalale,LIM362 - Lephalale,4916,2577,0.524206672091131,4099,2391,0.5833130031715053
Limpopo,Ward 93602006,LIM362,LIM362 - Lephalale,LIM362 - Lephalale,3751,1900,0.5065315915755798,4429,2317,0.5231429216527432
Limpopo,Ward 93602007,LIM362,LIM362 - Lephalale,LIM362 - Lephalale,4079,2261,0.554302525128708,4530,2509,0.5538631346578367
Limpopo,Ward 93602008,LIM362,LIM362 - Lephalale,LIM362 - Lephalale,4859,2761,0.5682239143856761,3749,2357,0.628700986929848
Limpopo,Ward 93602009,LIM362,LIM362 - Lephalale,LIM362 - Lephalale,4033,2139,0.530374411108356,4192,2481,0.5918416030534351
Limpopo,Ward 93602010,LIM362,LIM362 - Lephalale,LIM362 - Lephalale,3676,2237,0.6085418933623504,3889,2350,0.6042684494728722
Limpopo,Ward 93602011,LIM362,LIM362 - Lephalale,LIM362 - Lephalale,3908,2306,0.59007164790174,4285,2444,0.5703617269544924
Limpopo,Ward 93602012,LIM362,LIM362 - Lephalale,LIM362 - Lephalale,4138,2261,0.5463992266795553,4243,2367,0.557860004713646
Limpopo,Ward 93602013,LIM362,LIM362 - Lephalale,LIM362 - Lephalale,3732,1552,0.41586280814576637,4922,2089,0.4244209670865502
Limpopo,Ward 93606001,LIM366,LIM366 - Bela-Bela,LIM366 - Bela-Bela,3398,2110,0.6209535020600353,3580,2005,0.5600558659217877
