Province,Ward,MunicipalityCode,RegisteredVoters_prior,Turnout_prior,IsMetro,LogRegisteredVoters_prior,MunicipalityAvgTurnout_prior,SnapshotYear,TurnoutDelta_prior,RegistrationGrowth_prior,Target_Turnout
Eastern Cape,Ward 29300010,NMA,11533,0.6877655423567155,True,9.35296777022594,0.630080334057193,2016,0.0329734283610098,0.1256099941440562,0.5496748374187094
Eastern Cape,Ward 29300011,NMA,9131,0.64910743620633,True,9.11943049661634,0.6307355561953352,2016,0.0403650884456169,-0.0193319729352379,0.459986865559621
Eastern Cape,Ward 29300012,NMA,13186,0.7186409828606097,True,9.486910939673246,0.6295570215062795,2016,0.027847860287121,0.2188944352005917,0.5372961411638891
Eastern Cape,Ward 29300013,NMA,9757,0.6279594137542277,True,9.18574025510795,0.6310939972538453,2016,-0.0556907763598407,0.0599674090168387,0.4466604341954918
Eastern Cape,Ward 29300014,NMA,10148,0.5847457627118644,True,9.225031920719173,0.6318264320172753,2016,-0.0476354047263201,0.1457604154905725,0.4248316315446448
Eastern Cape,Ward 29300015,NMA,8806,0.6022030433795139,True,9.0831885863157,0.6315305459042643,2016,-0.041513688858394,0.0189770886368896,0.4850718761518614
Eastern Cape,Ward 29300016,NMA,8130,0.5927429274292743,True,9.003316202541857,0.6316908868525732,2016,-0.0010070725707257,0.071993670886076,0.4430124848973016
Eastern Cape,Ward 29300017,NMA,7618,0.5553951168285639,True,8.938269147038548,0.6323239005915684,2016,-0.066280003794967,-0.0575281454905356,0.509594138853355
Eastern Cape,Ward 29300018,NMA,8505,0.5774250440917108,True,9.048409504829962,0.631950511993888,2016,-0.03834789734872,-0.0458828808615661,0.4042172523961661
Eastern Cape,Ward 29300019,NMA,9432,0.5734732824427481,True,9.151863442217207,0.6320174910048874,2016,-0.0355399650501329,0.1677603070446949,0.3892617449664429
Eastern Cape,Ward 29300020,NMA,9195,0.5601957585644372,True,9.126415137038421,0.6322425337824857,2016,-0.040505644241174,0.1516783567134267,0.3882468650110646
Eastern Cape,Ward 29300021,NMA,7885,0.5978440076093849,True,8.972717499397138,0.6316044278664698,2016,-0.0356475008821235,-0.0153596403596403,0.4193329564725834
Eastern Cape,Ward 29300022,NMA,8136,0.6132005899705014,True,9.004053937728395,0.6313441468095017,2016,-0.0232403970235426,-0.0110611401482921,0.4375
Eastern Cape,Ward 29300023,NMA,8824,0.6167271078875793,True,9.085230560933338,0.6312843753193818,2016,-0.0014714426703408,0.0150695962268492,0.400197628458498
Eastern Cape,Ward 29300024,NMA,6712,0.6142729439809297,True,8.811652248147043,0.6313259713177996,2016,-0.0311542588708024,-0.2523114626267126,0.4168239735724398
Eastern Cape,Ward 29300025,NMA,10390,0.6102021174205967,True,9.248599084093273,0.6313949683781441,2016,-0.0004388933595121,0.2043584096441404,0.4205112219451372
Eastern Cape,Ward 29300026,NMA,9478,0.6074066258704368,True,9.156728602527533,0.6314423495908587,2016,-0.0622110287356704,0.2160636386964332,0.390487514863258
Eastern Cape,Ward 29300027,NMA,9009,0.5858585858585859,True,9.10597935665144,0.6318075706080086,2016,-0.0885724004318441,0.199121522693997,0.3957793889176592
Eastern Cape,Ward 29300028,NMA,8328,0.608669548511047,True,9.027378610294805,0.6314209441223738,2016,-0.0192442328212459,-0.1877499268506778,0.42746949113516
Eastern Cape,Ward 29300029,NMA,10106,0.5702552938848209,True,9.220884585851854,0.6320720331838353,2016,-0.0893815618724814,0.1397315890380062,0.3698050753953659
Eastern Cape,Ward 29300030,NMA,9474,0.6227570192104708,True,9.156306483483696,0.6311821734325531,2016,0.0369344601378002,0.0559518502006242,0.4090600226500566
Eastern Cape,Ward 29300031,NMA,8485,0.6305244549204478,True,9.046055177668327,0.6310505219798416,2016,-0.0301749622319251,-0.1168817651956702,0.4768607967614316
Eastern Cape,Ward 29300032,NMA,12226,0.6747914281040406,True,9.41132011058867,0.6303002342987637,2016,-0.0022009954118317,0.172532847415364,0.4855922188891919
Eastern Cape,Ward 29300033,NMA,9610,0.5645161290322581,True,9.170559501964338,0.6321693071643872,2016,-0.0964120146803166,0.0275876817792986,0.4236335936012188
Eastern Cape,Ward 29300034,NMA,11224,0.6786350677120456,True,9.325809621782296,0.6302350878647298,2016,0.0407690195821529,0.0847588673045327,0.4801569199890521
Eastern Cape,Ward 29300035,NMA,11657,0.6767607446169683,True,9.363662136919832,0.6302668560527819,2016,0.0453924374238909,0.2608977825851812,0.461164603392939
Eastern Cape,Ward 29300036,NMA,9574,0.6059118445790683,True,9.166806369952454,0.6314676848669836,2016,0.0501692107847208,0.1514131088394468,0.4040438269513159
Eastern Cape,Ward 29300037,NMA,10763,0.650840843630958,True,9.283869605264298,0.6307061764084769,2016,-0.0043898884299262,0.3001932834017879,0.4327328134803263
Eastern Cape,Ward 29300038,NMA,11124,0.5421610931319669,True,9.316860215353856,0.6325482060779515,2016,-0.0965236745850588,0.3854776435421596,0.3976664116296863
Eastern Cape,Ward 29300039,NMA,12550,0.7429482071713147,True,9.43747594455993,0.6291450346535556,2016,0.0340819407482746,0.0919690246236839,0.5749087591240876
Eastern Cape,Ward 29300040,NMA,12440,0.6540996784565917,True,9.42867236629317,0.630650941919907,2016,0.0116376448651203,0.2511314492607865,0.5403098848289005
Eastern Cape,Ward 29300041,NMA,13166,0.5609144766823637,True,9.485393028027822,0.6322303521194701,2016,-0.0952797396689394,-0.0599071760085683,0.4716482687045947
Eastern Cape,Ward 29300042,NMA,8328,0.635806916426513,True,9.027378610294805,0.6309609887339761,2016,-0.035612874599916,0.0237246465888136,0.4141949152542373
Eastern Cape,Ward 29300043,NMA,7693,0.5602495775380216,True,8.948066103458935,0.6322416215964929,2016,-0.1116489659074831,-0.034028126569563,0.4492066989863376
Eastern Cape,Ward 29300044,NMA,9137,0.5663784612017073,True,9.120087382998621,0.6321377422123626,2016,-0.1105850616375959,0.0008763281849053,0.4273989136994569
Eastern Cape,Ward 29300045,NMA,10098,0.5909090909090909,True,9.22009266341886,0.6317219688274917,2016,-0.045322341520534,0.0489248987223434,0.4054871687878155
Eastern Cape,Ward 29300046,NMA,10285,0.583373845405931,True,9.238441802087058,0.631849684852969,2016,-0.0245638400540096,-0.0462722551928783,0.4345549738219895
Eastern Cape,Ward 29300047,NMA,8912,0.6060368043087971,True,9.095153962167066,0.6314655669054627,2016,-0.0831333785322717,-0.0358108839121497,0.4297887662025924
Eastern Cape,Ward 29300048,NMA,10793,0.6129899008616696,True,9.286653054825347,0.6313477178113462,2016,0.0208516935507031,0.3511517275913871,0.3765770358098636
Eastern Cape,Ward 29300049,NMA,9756,0.6419639196391964,True,9.18563775933581,0.6308566327473204,2016,0.027973992386818,0.0918858421936206,0.4390913081650571
Eastern Cape,Ward 29300050,NMA,8898,0.5928298494043606,True,9.093581811365986,0.6316894135987583,2016,-0.0207829870345628,-0.2324016563146997,0.3778712059064807
