Province,Ward,MunicipalityCode,RegisteredVoters_prior,Turnout_prior,IsMetro,LogRegisteredVoters_prior,MunicipalityAvgTurnout_prior,SpoiltRatio_prior,SnapshotYear
KwaZulu-Natal,Ward 52605009,KZN265,3750,0.4013333333333333,False,8.229511118964457,0.5178869771172928,0.013953488372093023,2021
KwaZulu-Natal,Ward 52605010,KZN265,4363,0.5674994269997709,False,8.38091517312361,0.5095786724339709,0.010096930533117932,2021
KwaZulu-Natal,Ward 52605011,KZN265,4529,0.5294767056745419,False,8.418256443556213,0.5114798085002323,0.015012510425354461,2021
KwaZulu-Natal,Ward 52605012,KZN265,4486,0.5485956308515382,False,8.408716715080153,0.5105238622413826,0.008533116619260463,2021
KwaZulu-Natal,Ward 52605013,KZN265,4209,0.5034449988120694,False,8.344980368770571,0.512781393843356,0.009438414346389807,2021
KwaZulu-Natal,Ward 52605014,KZN265,5040,0.5696428571428571,False,8.525161361065415,0.5094715009268166,0.012887495646116336,2021
KwaZulu-Natal,Ward 52605015,KZN265,4359,0.5097499426473961,False,8.379997952238393,0.5124661466515896,0.019801980198019802,2021
KwaZulu-Natal,Ward 52605016,KZN265,3074,0.5250487963565387,False,8.03073492409854,0.5117012039661326,0.004956629491945477,2021
KwaZulu-Natal,Ward 52605017,KZN265,4274,0.5236312587739822,False,8.360305435879093,0.5117720808452604,0.029490616621983913,2021
KwaZulu-Natal,Ward 52605018,KZN265,3760,0.5390957446808511,False,8.23217423638394,0.5109988565499168,0.000986679822397632,2021
KwaZulu-Natal,Ward 52605019,KZN265,4587,0.2694571615434925,False,8.430981494597171,0.5244807857067848,0.009708737864077669,2021
KwaZulu-Natal,Ward 52605020,KZN265,3847,0.4967507148427346,False,8.255048902752295,0.5131161080418227,0.013605442176870748,2021
KwaZulu-Natal,Ward 52605021,KZN265,4571,0.5149857799168672,False,8.427487278331744,0.5122043547881161,0.014443500424808835,2021
KwaZulu-Natal,Ward 52606001,KZN266,3774,0.4798622151563328,False,8.235890725928495,0.5044228225773051,0.011043622308117063,2021
KwaZulu-Natal,Ward 52606002,KZN266,4236,0.5639754485363551,False,8.351374706721296,0.5007657254738259,0.021766429468396818,2021
KwaZulu-Natal,Ward 52606003,KZN266,3449,0.5410263844592635,False,8.145839612936841,0.501763510868482,0.01607717041800643,2021
KwaZulu-Natal,Ward 52606004,KZN266,4142,0.5014485755673588,False,8.328934041955529,0.50348428516813,0.004333172845450169,2021
KwaZulu-Natal,Ward 52606005,KZN266,3898,0.5764494612621858,False,8.268218880067506,0.500223377094442,0.01602136181575434,2021
KwaZulu-Natal,Ward 52606006,KZN266,3840,0.4296875,False,8.253227645581772,0.5066043319319283,0.011515151515151515,2021
KwaZulu-Natal,Ward 52606007,KZN266,3850,0.492987012987013,False,8.25582842728183,0.5038521791933624,0.012644889357218124,2021
KwaZulu-Natal,Ward 52606008,KZN266,4233,0.5445310654382235,False,8.350666240520924,0.5016111334346143,0.01822125813449024,2021
KwaZulu-Natal,Ward 52606009,KZN266,4297,0.5205957644868513,False,8.365672383774996,0.5026517986933695,0.013857845328565042,2021
KwaZulu-Natal,Ward 52606010,KZN266,3455,0.5180897250361794,False,8.14757773620177,0.5027607569303553,0.01564245810055866,2021
KwaZulu-Natal,Ward 52606011,KZN266,3658,0.44313832695462,False,8.204671828950811,0.506019513368684,0.011721159777914868,2021
KwaZulu-Natal,Ward 52606012,KZN266,4197,0.4650941148439361,False,8.34212526333359,0.5050649138952354,0.010758196721311475,2021
KwaZulu-Natal,Ward 52606013,KZN266,4003,0.4823882088433674,False,8.294799358992574,0.5043129967648253,0.03625064733298809,2021
KwaZulu-Natal,Ward 52606014,KZN266,4357,0.5836584806059215,False,8.379539026117442,0.4999099414708013,0.007864726700747149,2021
KwaZulu-Natal,Ward 52606015,KZN266,4530,0.5543046357615894,False,8.41847721847708,0.5011861955944679,0.02429311031461569,2021
KwaZulu-Natal,Ward 52606016,KZN266,3605,0.5073509015256588,False,8.190077049719049,0.503227662300378,0.028430836522689993,2021
KwaZulu-Natal,Ward 52606017,KZN266,4187,0.5220921901122522,False,8.339739766019143,0.5025867367096565,0.009149130832570906,2021
KwaZulu-Natal,Ward 52606018,KZN266,3827,0.4510060099294486,False,8.249836485425702,0.5056774401958652,0.01100811123986095,2021
KwaZulu-Natal,Ward 52606019,KZN266,3397,0.4180158963791581,False,8.130647968160584,0.5071117929589214,0.01619718309859155,2021
KwaZulu-Natal,Ward 52606020,KZN266,3877,0.4929068867681196,False,8.262816937670928,0.50385566294201,0.00837257980115123,2021
KwaZulu-Natal,Ward 52606021,KZN266,4384,0.5298813868613139,False,8.385716828627851,0.5022480759814364,0.012053379250968575,2021
KwaZulu-Natal,Ward 52606022,KZN266,3799,0.44248486443801,False,8.242493153187626,0.5060479247824496,0.004164187983343248,2021
KwaZulu-Natal,Ward 52606023,KZN266,3642,0.4703459637561779,False,8.200288260287554,0.5048365726381815,0.005837711617046118,2021
KwaZulu-Natal,Ward 52606024,KZN266,3382,0.5502661147250147,False,8.126222529458525,0.5013617834656233,0.007522837184309511,2021
KwaZulu-Natal,Ward 52701001,KZN271,4169,0.5145118733509235,False,8.335431477880796,0.5819810277210876,0.014918414918414918,2021
KwaZulu-Natal,Ward 52701002,KZN271,4986,0.6546329723225031,False,8.514389264083503,0.5737386101345241,0.018075980392156864,2021
KwaZulu-Natal,Ward 52701003,KZN271,5130,0.5514619883040935,False,8.542860938164814,0.5798074915473717,0.006362672322375398,2021
KwaZulu-Natal,Ward 52701004,KZN271,6053,0.548488352882868,False,8.708309295891688,0.5799824112780321,0.0286144578313253,2021
KwaZulu-Natal,Ward 52701005,KZN271,3990,0.4766917293233083,False,8.29154650988391,0.5842057420756532,0.025236593059936908,2021
KwaZulu-Natal,Ward 52701006,KZN271,3791,0.6125032972830388,False,8.240385115516334,0.576216826313316,0.0305770887166236,2021
KwaZulu-Natal,Ward 52701007,KZN271,4068,0.6015240904621436,False,8.31090675716845,0.5768626620086629,0.022067838169186758,2021
KwaZulu-Natal,Ward 52701008,KZN271,3865,0.6253557567917206,False,8.259716961021523,0.5754607992833938,0.021100537856847332,2021
KwaZulu-Natal,Ward 52701009,KZN271,3933,0.6531909483854564,False,8.27715777243181,0.5738234350719975,0.023355391202802646,2021
KwaZulu-Natal,Ward 52701010,KZN271,3998,0.5815407703851926,False,8.293549515060345,0.5780381514249542,0.02967741935483871,2021
KwaZulu-Natal,Ward 52701011,KZN271,3790,0.503957783641161,False,8.240121298076472,0.5826018565275443,0.06335078534031413,2021
KwaZulu-Natal,Ward 52701012,KZN271,3846,0.5761830473218928,False,8.254788926148725,0.5783533116051482,0.02527075812274368,2021
KwaZulu-Natal,Ward 52701013,KZN271,4651,0.5897656417974629,False,8.444837529224097,0.5775543354595265,0.038279256288734964,2021
KwaZulu-Natal,Ward 52701014,KZN271,4555,0.6164654226125137,False,8.423980809694058,0.5759837601174647,0.017094017094017096,2021
KwaZulu-Natal,Ward 52701015,KZN271,3982,0.544952285283777,False,8.289539484624141,0.5801904152544491,0.03133640552995392,2021
KwaZulu-Natal,Ward 52701016,KZN271,3783,0.6190853819719799,False,8.23827262463303,0.5758296448610255,0.019214346712211786,2021
KwaZulu-Natal,Ward 52701017,KZN271,4293,0.5415793151642209,False,8.36474106822456,0.5803888252614819,0.014623655913978495,2021
KwaZulu-Natal,Ward 52701018,KZN271,4647,0.596298687325156,False,8.443977129084978,0.5771700386637798,0.03464453265968964,2021
KwaZulu-Natal,Ward 52702001,KZN272,4074,0.5927835051546392,False,8.31238059678675,0.6000531542541705,0.014906832298136646,2021
KwaZulu-Natal,Ward 52702002,KZN272,3716,0.5917653390742734,False,8.22040309993373,0.6001067419426108,0.01273306048203729,2021
KwaZulu-Natal,Ward 52702003,KZN272,6088,0.665407358738502,False,8.714074899541522,0.5962308461708092,0.009627252530239447,2021
KwaZulu-Natal,Ward 52702004,KZN272,4257,0.6551562132957481,False,8.356319965828153,0.5967703801414805,0.007888131946934385,2021
KwaZulu-Natal,Ward 52702005,KZN272,5139,0.563922942206655,False,8.54461378699223,0.6015721312514328,0.010006901311249138,2021
KwaZulu-Natal,Ward 52702006,KZN272,4908,0.6297881010594947,False,8.498621805830801,0.5981055439433887,0.02588159171789065,2021
KwaZulu-Natal,Ward 52702007,KZN272,3611,0.5699252284685683,False,8.191740021277457,0.6012562214481743,0.016034985422740525,2021
KwaZulu-Natal,Ward 52702008,KZN272,4954,0.6039563988696003,False,8.507950610049305,0.5994651072165409,0.0106951871657754,2021
KwaZulu-Natal,Ward 52702009,KZN272,4098,0.5832113225963885,False,8.318254328798846,0.6005569533361836,0.015899581589958158,2021
KwaZulu-Natal,Ward 52702010,KZN272,4670,0.60406852248394,False,8.448914350662942,0.599459205973681,0.004608294930875576,2021
KwaZulu-Natal,Ward 52702011,KZN272,4190,0.5715990453460621,False,8.340456012916183,0.601168125823043,0.015031315240083507,2021
KwaZulu-Natal,Ward 52702012,KZN272,5485,0.6298997265268915,False,8.609772372709331,0.5980996689187887,0.02141823444283647,2021
KwaZulu-Natal,Ward 52702013,KZN272,4879,0.6120106579217053,False,8.492695559815838,0.5990411988453775,0.022103148024112524,2021
KwaZulu-Natal,Ward 52702014,KZN272,4128,0.5276162790697675,False,8.325548307161398,0.6034830082586374,0.015151515151515152,2021
KwaZulu-Natal,Ward 52702015,KZN272,4582,0.5796595373199476,False,8.42989086301344,0.6007438894033648,0.015436746987951807,2021
KwaZulu-Natal,Ward 52702016,KZN272,4144,0.7171814671814671,False,8.329416783939319,0.5935058930948638,0.011440107671601614,2021
KwaZulu-Natal,Ward 52702017,KZN272,4568,0.5989492119089317,False,8.426830751335846,0.5997286433723655,0.005847953216374269,2021
KwaZulu-Natal,Ward 52702018,KZN272,4407,0.5908781484002723,False,8.390949464841986,0.6001534361886108,0.008064516129032258,2021
KwaZulu-Natal,Ward 52702019,KZN272,4837,0.5722555302873682,False,8.484049972822984,0.6011335739840269,0.006864161849710983,2021
KwaZulu-Natal,Ward 52702020,KZN272,4073,0.5337589000736558,False,8.312135107648412,0.6031597124163275,0.009659613615455382,2021
KwaZulu-Natal,Ward 52705001,KZN275,2755,0.5989110707803993,False,7.9211727215870145,0.569514044592465,0.012727272727272728,2021
KwaZulu-Natal,Ward 52705002,KZN275,5338,0.6425627575871112,False,8.58260632996447,0.5672165873921117,0.021865889212827987,2021
KwaZulu-Natal,Ward 52705003,KZN275,4914,0.548026048026048,False,8.499843553081124,0.5721922036847993,0.01596732268845154,2021
KwaZulu-Natal,Ward 52705004,KZN275,4260,0.4028169014084507,False,8.357024439263416,0.5798347903488833,0.004079254079254079,2021
KwaZulu-Natal,Ward 52705005,KZN275,5099,0.5214747989801922,False,8.536799721055155,0.5735896378451075,0.022940955246333206,2021
KwaZulu-Natal,Ward 52705006,KZN275,3858,0.4375324002073613,False,8.257904193465674,0.5780076588331512,0.013033175355450236,2021
KwaZulu-Natal,Ward 52705007,KZN275,4287,0.4557965943550268,False,8.363342466597977,0.5770463854569583,0.026100307062436028,2021
KwaZulu-Natal,Ward 52705008,KZN275,3517,0.6016491327836224,False,8.165363632473982,0.5693699360659795,0.028827977315689982,2021
KwaZulu-Natal,Ward 52705009,KZN275,4407,0.572952121624688,False,8.390949464841986,0.5708803050743445,0.011089108910891089,2021
KwaZulu-Natal,Ward 52705010,KZN275,4847,0.6216216216216216,False,8.486115235845377,0.568318752442927,0.015599070693660804,2021
KwaZulu-Natal,Ward 52705011,KZN275,3832,0.5561064718162839,False,8.251142139090751,0.5717669182221553,0.019709056780854058,2021
KwaZulu-Natal,Ward 52705012,KZN275,4129,0.5933640106563333,False,8.32579052588609,0.5698059951253105,0.02489795918367347,2021
KwaZulu-Natal,Ward 52705013,KZN275,4811,0.5849095822074413,False,8.478660241699453,0.5702509650436733,0.019189765458422176,2021
KwaZulu-Natal,Ward 52705014,KZN275,4603,0.5783184879426461,False,8.434463543817241,0.5705978647418204,0.01652892561983471,2021
KwaZulu-Natal,Ward 52705015,KZN275,4644,0.609603789836348,False,8.443331342817782,0.5689512699053099,0.028965030024726245,2021
KwaZulu-Natal,Ward 52705016,KZN275,4665,0.5845659163987138,False,8.447843113281444,0.5702690527178169,0.0165016501650165,2021
KwaZulu-Natal,Ward 52705017,KZN275,4097,0.6560898218208445,False,8.318010277546872,0.5665046366429679,0.015997023809523808,2021
KwaZulu-Natal,Ward 52705018,KZN275,4253,0.6339054784857747,False,8.355379895253634,0.5676722336606032,0.021513353115727003,2021
KwaZulu-Natal,Ward 52705019,KZN275,4322,0.6082832022211939,False,8.371473537066832,0.5690207745166337,0.015595283377710156,2021
